Business Name,UBI#,Business Type,Principal Office Address,Registered Agent Name,Status
"PRYDE JOHNSON 15TH AVE., LLC",602 966 787,WA LIMITED LIABILITY COMPANY,,CURT APRYDE,Administratively Dissolved
"PRYDE JOHNSON 24TH AVE., LLC",602 966 846,WA LIMITED LIABILITY COMPANY,"419 NE 70TH STREET, SEATTLE, WA, 98115, UNITED STATES",CURT A PRYDE,Active
"PRYDE JOHNSON 321, LLC",602 826 646,WA LIMITED LIABILITY COMPANY,"1546 NW 56TH ST, SEATTLE, WA, 98107, UNITED STATES",CURT A PRYDE,Administratively Dissolved
"PRYDE JOHNSON 56TH ST., LLC",602 966 793,WA LIMITED LIABILITY COMPANY,"419 NE 70TH STREET, SEATTLE, WA, 98115, UNITED STATES",CURT A PRYDE,Active
"PRYDE JOHNSON 5711, LLC",602 567 615,WA LIMITED LIABILITY COMPANY,"419 NE 70TH ST, SEATTLE, WA, 98115-5481, UNITED STATES",PRYDE JOHNSON 24TH AVE LLC,Active
"PRYDE JOHNSON ASHWORTH, LLC",602 514 657,WA LIMITED LIABILITY COMPANY,"323 QUEEN ANNE AVENUE N, SEATTLE, WA, 98109, UNITED STATES",CURT A PRYDE,Administratively Dissolved
"PRYDE JOHNSON BALLARD 56TH, LLC",602 794 344,WA LIMITED LIABILITY COMPANY,"419 NE 70TH ST, SEATTLE, WA, 98115-5481, UNITED STATES",PRYDE JOHNSON 56TH ST LLC,Active
"PRYDE JOHNSON DEXTER, LLC",602 522 404,WA LIMITED LIABILITY COMPANY,"323 QUEEN ANNE AVENUE N., #250, SEATTLE, WA, 98109, UNITED STATES",CURT A PRYDE,Inactive
"PRYDE JOHNSON E. PIKE, LLC",602 966 849,WA LIMITED LIABILITY COMPANY,"1546 NW 56TH STREET, SEATTLE, WA, 98107, UNITED STATES",CURT A PRYDE,Administratively Dissolved
"PRYDE JOHNSON ELEVENTH & PINE, LLC",602 567 590,WA LIMITED LIABILITY COMPANY,"419 NE 70TH ST, SEATTLE, WA, 98115-5481, UNITED STATES",PRYDE JOHNSON SUNSET ELECTRIC LLC,Active
"PRYDE JOHNSON FLORERA COMMERCIAL, LLC",602 966 764,WA LIMITED LIABILITY COMPANY,"419 NE 70TH STREEET, SEATTLE, WA, 98115, UNITED STATES",CURT A. PRYDE,Active
"PRYDE JOHNSON FLORERA, LLC",602 966 745,WA LIMITED LIABILITY COMPANY,"419 NE 70TH STREET, SEATTLE, WA, 98115, UNITED STATES",CURT A PRYDE,Administratively Dissolved
"PRYDE JOHNSON GREENLAKE, LLC",602 541 230,WA LIMITED LIABILITY COMPANY,"323 QUEEN ANNE AVE N, SEATTLE, WA, 98109, UNITED STATES","PRYDE JOHNSON FLORERA, LLC",Administratively Dissolved
"PRYDE JOHNSON HJARTA COMMERCIAL, LLC",602 966 758,WA LIMITED LIABILITY COMPANY,"419 NE 70TH ST, SEATTLE, WA, 98115-5481, UNITED STATES",CURT A PRYDE,Active
"PRYDE JOHNSON HJARTA, LLC",602 966 839,WA LIMITED LIABILITY COMPANY,"419 NE 70TH STREET, SEATTLE, WA, 98115, UNITED STATES",CURT A PRYDE,Administratively Dissolved
"PRYDE JOHNSON PIKE/PINE, LLC",602 642 393,WA LIMITED LIABILITY COMPANY,"1546 NW 56TH STREET, SEATTLE, WA, 98107, UNITED STATES",CURT A PRYDE,Administratively Dissolved
"PRYDE JOHNSON RENTAL PROPERTIES, LLC",602 826 632,WA LIMITED LIABILITY COMPANY,"1546 NW 56TH ST, SEATTLE, WA, 98107, UNITED STATES",CURT A PRYDE,Inactive
"PRYDE JOHNSON ROOSEVELT, LLC",602 505 083,WA LIMITED LIABILITY COMPANY,"323 QUEEN ANNE AVE N STE 250, SEATTLE, WA, 98109, UNITED STATES",CURT A PRYDE,Administratively Dissolved
"PRYDE JOHNSON STONE WAY, LLC",603 604 877,WA LIMITED LIABILITY COMPANY,"419 NE 70TH ST., SEATTLE, WA, 98115, UNITED STATES","PRYDE JOHNSON, LLC",Voluntarily Dissolved
"PRYDE JOHNSON SUNSET ELECTRIC, LLC",602 966 845,WA LIMITED LIABILITY COMPANY,"419 NE 70TH STREET, SEATTLE, WA, 98115, UNITED STATES",CURT A PRYDE,Active
"PRYDE JOHNSON, LLC",602 286 312,WA LIMITED LIABILITY COMPANY,"419 NE 70TH ST, SEATTLE, WA, 98115-5481, UNITED STATES",PRYDEJOHNSON LLC,Active
"PS & SONS, INC",603 026 277,WA PROFIT CORPORATION,"533 E POLE RD, LYNDEN, WA, 98264-9005, UNITED STATES",WARREN SCOTTER,Active
PS MASONRY INC.,602 649 434,WA PROFIT CORPORATION,"20209 103RD PL NE, BOTHELL, WA, 98011, UNITED STATES",BRAD POWELL,Administratively Dissolved
PS: PERSONALLY YOURS LLC,602 186 409,WA LIMITED LIABILITY COMPANY,,MARTHA A MORAN,Inactive
PT. HUDSON COMPANY,600 630 674,WA PROFIT CORPORATION,,KTC SERVICE CORPORATION,Inactive
PT. THOMPSON HOUSE LLC,602 588 341,WA LIMITED LIABILITY COMPANY,"364 MATIA VIEW DR, EASTSOUND, WA, 98245-9025, UNITED STATES","SKAGIT LAW GROUP, PLLC",Active
"PUAMANA PERSONAL PROPERTY, LLC",604 442 868,WA LIMITED LIABILITY COMPANY,"6 WEMBLEY LN, MERCER ISLAND, WA, 98040-4331, UNITED STATES",KJELL OLSSON,Active
PUAR & SONS L.L.C.,602 230 528,WA LIMITED LIABILITY COMPANY,"1409 S MERIDIAN, PUYALLUP, WA, 98371-6904, UNITED STATES",PUAR TAKHVIR SINGH,Active
"PUBLIC SECTOR PERSONNEL CONSULTANTS, INC.",601 979 960,FOREIGN PROFIT CORPORATION,"1215 W RIO SALADO PKWY, SUITE 109, TEMPE, AZ, 85281-2954, UNITED STATES",CORPORATION SERVICE COMPANY,Terminated
PUEBLA & SON INC.,603 171 702,WA PROFIT CORPORATION,"18205 3RD AVE NW, SHORELINE, WA, 98177, UNITED STATES",IARA RALEY,Administratively Dissolved
PUGA BENSON INC.,604 204 610,WA PROFIT CORPORATION,"10707 SE CARR RD, RENTON, WA, 98055-5823, UNITED STATES",VALENTIN PUGA DOMINGUEZ,Active
"PUGET SOUND CHAPTER, INTERNATIONAL PERSONNEL MANAGEMENT     ASSOCIATION-US",601 037 574,WA NONPROFIT CORPORATION,,RONDA K WESTON,Inactive
"PUGET SOUND CHIMNEY AND MASONRY, LLC",604 469 971,WA LIMITED LIABILITY COMPANY,"1001 W CASINO RD APT C101, EVERETT, WA, 98204-6911, UNITED STATES",ROBERT WILLIAMSON,Active
"PUGET SOUND MASONRY & RESTORATION, INC.",600 267 375,WA PROFIT CORPORATION,,RAYMOND R VAUGHN JR,Inactive
PUGET SOUND PARKINSON'S DISEASE HOUSING AND CARE ALLIANCE,602 569 686,WA NONPROFIT CORPORATION,,OWENROBERTS,Administratively Dissolved
"PUGET SOUND PERSONAL AGENTS, L.L.C.",602 101 997,WA LIMITED LIABILITY COMPANY,,ROBERT H FURMAN JR,Administratively Dissolved
"PUGET SOUND PERSONAL WAREHOUSE, LLC",602 815 255,WA LIMITED LIABILITY COMPANY,,CHRIS KEALY,Administratively Dissolved
"PUGET SOUND PERSONNEL, INC.",600 560 021,WA PROFIT CORPORATION,"50 116TH AVE SE STE 211, BELLEVUE, WA, 98004-6458, UNITED STATES",CHAD HORNER,Active
PUGET SOUND WINNELSON CO.,602 755 321,FOREIGN PROFIT CORPORATION,"5100 AUTO CENTER WAY, BREMERTON, WA, 98312, UNITED STATES",CORPORATION SERVICE COMPANY,Terminated
PULIDO & SONS LLC,604 309 132,WA LIMITED LIABILITY COMPANY,"23404 N 110 PR NE, BENTON CITY, WA, 99320-4674, UNITED STATES",SIGIFREDO PULIDO,Delinquent
PULLMAN CHAPTER #2803 OF AMERICANASSOCIATION OF RETIRED PERSONS,601 850 419,WA NONPROFIT CORPORATION,,ANNA RENDISH,Inactive
"PULLMAN PROGRESS ONE, L.L.C.",602 269 921,WA LIMITED LIABILITY COMPANY,"330 NW BRANDON DR, PULLMAN, WA, 99163-3674, UNITED STATES",EDMUND O. SCHWEITZER III,Active
"PURAN & SONS, INC.",602 349 389,FOREIGN PROFIT CORPORATION,"1122 1ST ST, CHENEY, WA, 99004, UNITED STATES",GURKIRPAL SINGH,Terminated
PURE FXN PERSONAL TRAINING LLC,604 075 319,WA LIMITED LIABILITY COMPANY,"19711 236TH AVE SE, MAPLE VALLEY, WA, 98038, UNITED STATES",SHANNON CATON,Active
"PURE PERSONAL TRAINING, INC.",603 044 656,WA PROFIT CORPORATION,"13910 NE 7TH CT., VANCOUVER, WA, 98685, UNITED STATES",KELLEY TERWILLEGAR,Inactive
"PURNELL-CARLSON, LLC",603 370 892,WA LIMITED LIABILITY COMPANY,"10411  149TH AVE NE, GRANITE FALLS, WA, 98252, UNITED STATES",SUSAN CARLSON,Administratively Dissolved
"PURRRSONS UNITED FOR THE RESCUE, REHABILITATION, AND RELOCATION OF ANIMALS (P.U.R.R.R.)",601 864 466,WA NONPROFIT CORPORATION,"35413  37TH AVE S, ROY, WA, 98580, UNITED STATES",DIANA VAN DUSEN,Active
"PURRSONG, LLC",604 276 179,WA LIMITED LIABILITY COMPANY,"ACE TOWER 408-2, 17 DEHAK 4-RO, SUWON-SI, BYEONGGI-DO, SOUTH KOREA, 16226, KOREA, SOUTH","LPSL CORPORATE SERVICES, INC.",Active
PURSUIT FOR PATTERSON,604 329 761,WA NONPROFIT CORPORATION,"23817 230TH PL SE, MAPLE VALLEY, WA, 98038-5241, UNITED STATES",MERRY C MCKENZIE,Active
PUTTING UP WITH THE CULBERTSONS LLC,604 534 373,WA LIMITED LIABILITY COMPANY,"202 DAVIS LAKE RD, USK, WA, 99180-9794, UNITED STATES",MONICA DRYMON,Active
PUYALLUP ELKS FLOYD DAWSON YOUTH TRUST,601 118 447,WA NONPROFIT CORPORATION,"314 27TH ST NE, PUYALLUP, WA, 98372, UNITED STATES",PUYALLUP ELKS FLOYD DAWSON YOUTH FUND,Administratively Dissolved
PYRAMID MASONRY L.L.C.,603 429 715,WA LIMITED LIABILITY COMPANY,"92 HOUSE ST., STEVENSON, WA, 98648, UNITED STATES",CHENO BARAJAS,Administratively Dissolved
QADRI & SONS INC.,602 703 884,WA PROFIT CORPORATION,"7501 STEILACOOM BLVD SW, TACOMA, WA, 98498, UNITED STATES",SHAHZAD QADRI,Administratively Dissolved
"QASIM SON, INC.",603 619 126,FOREIGN PROFIT CORPORATION,"2623 NW MAGNOLIA ST, CAMAS, WA, 98607-1847, UNITED STATES",ZULFI ALI,Active
"QJ ALL SEASONS, INC.",602 939 176,WA PROFIT CORPORATION,"173 N MAIN ST #400, SAYVILLE, NY, 11782, UNITED STATES",JEANETTE ATCHLEY,Inactive
"QUADSONLY, LLC",602 360 664,WA LIMITED LIABILITY COMPANY,"15014 93RD AVE E, PO BOX 731095, PUYALLUP, WA, 98373, UNITED STATES",NICOLE BOCOOK,Inactive
"QUAIL & MICKELSON FINANCIAL SERVICES, LLC",602 082 246,WA LIMITED LIABILITY COMPANY,"2518 BRIDGEPORT WAY W, UNIVERSITY PL, WA, 98466-4718, UNITED STATES",DAVID E MICKELSON,Active
QUALIFIED PERSONNEL INC,601 952 180,WA PROFIT CORPORATION,,AREDHA ABU NAWNAS,Inactive
QUALITY MASONRY LLC,603 481 131,WA LIMITED LIABILITY COMPANY,"15611 S KIRBY PRSE, KENNEWICK, WA, 99337, UNITED STATES",MIKHAIL PARKHOTYUK,Active
QUALITY MASONRY LLC,602 891 891,WA LIMITED LIABILITY COMPANY,"3301 S TWEEDT ST, KENNEWICK, WA, 99337, UNITED STATES",MIKHAIL  PARKHOTYUK,Inactive
QUALITY MASONRY RESTORATION AND WATERPROOFING LLC,603 270 239,WA LIMITED LIABILITY COMPANY,"2918 N JOEL RD, OTIS ORCHARDS, WA, 99027, UNITED STATES",QUALITY MASONRY RESTORATION AND WATERPROOFING LLC,Active
QUALITY PERSONAL TRANSPORTATION LOGISTICS LLC,603 469 261,WA LIMITED LIABILITY COMPANY,,ARIC BOMSZTYK,Administratively Dissolved
QUANTASONICS LABORATORIES INC.,602 378 674,WA PROFIT CORPORATION,"284 SUNSET BLVD, PORT TOWNSEND, WA, 98368, UNITED STATES",GARY A NELSON,Inactive
QUASON,602 102 785,WA NONPROFIT CORPORATION,,KAREN E WESTERLUND,Inactive
"QUEEN & SON CONSTRUCTION, INC.",602 070 883,WA PROFIT CORPORATION,,JACK QUEEN,Inactive
"QUEEN ANNE EMERSON, LLC",603 414 086,WA LIMITED LIABILITY COMPANY,"1815 EAST THOMAS STREET, UNIT F, SEATTLE, WA, 98112, UNITED STATES",CAROLINE GRAY,Administratively Dissolved
"QUEEN ANNE MASONIC DEVELOPMENT, LLC",604 328 830,WA LIMITED LIABILITY COMPANY,"1200 5TH AVE, SUITE 1217, SEATTLE, WA, 98101-3115, UNITED STATES",MICHAEL LARSON,Delinquent
QUEEN ANNE MASONIC TEMPLE,601 133 034,WA NONPROFIT CORPORATION,"1608 4TH AVE W, SEATTLE, WA, 98119, UNITED STATES",KEVIN KEENHOLTS,Delinquent
QUEEN PERSONA BY JESSIE LAQUEENIA LLC,603 191 529,WA LIMITED LIABILITY COMPANY,"380 S ASPEN, #224, AIRWAY HEIGHTS, WA, 99001, UNITED STATES",JESSICA L CRAIG,Administratively Dissolved
"QUENGA, HANSON AND PURDUE, P.S., INC.",604 261 893,WA PROFESSIONAL SERVICE CORPORATION,"4606 BRIDGEPORT WAY W STE C, UNIVERSITY PL, WA, 98466-4200, UNITED STATES",PAUL PURDUE,Active
"QUIGLEY-SIMPSON & HEPPELWHITE, INC.",604 057 240,FOREIGN PROFIT CORPORATION,"11601 WILSHIRE BLVD 7TH FLR, LOS ANGELES, CA, 90025, UNITED STATES",PARACORP INCORPORATED,Withdrawn
"QUIJOTE & SONS GENERAL CONTRACTORS, INC.",602 113 658,WA PROFIT CORPORATION,,RAFAEL ROMERO,Inactive
QUILCENE JEFFERSON MASONIC HALL ASSOCIATION,602 223 180,WA BUILDING SOCIETY COMPOSED OF FRATERNAL MEMBERS,,,Active
QUILCENE MASONIC HALL ASSOCIATION,602 038 461,WA FRATERNAL SOCIETY,,,Inactive
QUILTER'S COVE STANWOOD INC,603 255 877,WA PROFIT CORPORATION,"15102 W LAKE GOODWIN RD, STANWOOD, WA, 98292, UNITED STATES",WILLIAM  MAXSON,Active
QUINCY MASONIC TEMPLE INC.,602 022 385,WA BUILDING SOCIETY COMPOSED OF FRATERNAL MEMBERS,,,Active
QUINN PATERSON LLC,604 508 030,WA LIMITED LIABILITY COMPANY,"21210 SE 270TH ST, MAPLE VALLEY, WA, 98038-3142, UNITED STATES",QUINN PATERSON,Active
QUINN-CARLSON LIMITED PARTNERSHIP,602 049 915,WA LIMITED PARTNERSHIP,,JACK W QUINN,Inactive
QUINTANA AND SONS LLC,603 349 033,WA LIMITED LIABILITY COMPANY,"3323 SW 344TH ST, FEDERAL WAY, WA, 98023, UNITED STATES",DAVID QUINTANA,Administratively Dissolved
"QUORUM REAL ESTATE/MADISON, INC.",601 173 266,WA PROFIT CORPORATION,"733 37TH AVE, SEATTLE, WA, 98122-5222, UNITED STATES",LYN TULLY,Administratively Dissolved
"R & A JOHNSON FARMS, LLC",602 443 055,WA LIMITED LIABILITY COMPANY,"17846 ROAD 7 NW, QUINCY, WA, 98848, UNITED STATES",ALICE JOHNSON,Active
R & C ANDERSON PROPERTIES LLP,603 260 374,WA PROFESSIONAL LIMITED LIABILITY PARTNERSHIP,"1036 PACIFIC PL, DELTA, BC, V4M 2K7, CANADA","FAIRCHILD RECORD SEARCH, LTD.",Active
R & C JOHNSON INC.,603 315 988,FOREIGN PROFIT CORPORATION,"905 VAN ST, CLATSKANIE, OR, 97016, UNITED STATES",JENNIFER PAGE,Terminated
"R & C NELSON, INC.",601 575 103,WA PROFIT CORPORATION,"701 ROAD 8 NW, WATERVILLE, WA, 98858-9797, UNITED STATES",CARMEN   NELSON,Active
R & C ROBINSON FAMILY LIMITED PARTNERSHIP,601 756 412,WA LIMITED PARTNERSHIP,"1423 - 8TH AVE S, EDMONDS, WA, 98020, UNITED STATES",CAROL J ROBINSON,Active
"R & C THOMPSON CONSTRUCTION, INC.",601 923 352,WA PROFIT CORPORATION,,ROBERT W THOMPSON JR,Inactive
"R & D ANDERSON, INC.",602 254 858,WA PROFIT CORPORATION,,THOMAS L HUMPHREYS II,Inactive
"R & D COULSON, INC.",601 741 072,WA PROFIT CORPORATION,"448 SUSSEX AVE E, PO BOX 676, TENINO, WA, 98589, UNITED STATES",RONALD H COULSON D C,Inactive
"R & D HANSON , L.L.C.",602 460 813,WA LIMITED LIABILITY COMPANY,"1329 W GOODLANDER RD, SELAH, WA, 98942-8756, UNITED STATES",RUSSELL A HANSON,Active
"R & D MASONRY, INC.",601 783 793,WA PROFIT CORPORATION,"13109 41ST AVE NE, MARYSVILLE, WA, 98271-7808, UNITED STATES",DON KENNEY,Active
R & D ROBINSON LLC,602 002 725,WA LIMITED LIABILITY COMPANY,,DENISE F PROSSER,Administratively Dissolved
R & F ANDERSON LLC,602 002 204,WA LIMITED LIABILITY COMPANY,,RAYMOND ANDERSON,Inactive
"R & I JOHNSON, HOMESTAY LLC",604 383 358,WA LIMITED LIABILITY COMPANY,"9601 108TH AVE SW, TACOMA, WA, 98498-1827, UNITED STATES","LEGALCORP SOLUTIONS, LLC",Active
R & J ATTLESON ENTERPRISES INC.,601 511 652,WA PROFIT CORPORATION,,ROGER D ATTLESON,Inactive
"R & J IVERSON, LLC",603 240 881,WA LIMITED LIABILITY COMPANY,"5066 VIKING RD NE, MOSES LAKE, WA, 98837-3744, UNITED STATES",VAL IVERSON,Active
R & J NELSON FAMILY LLC,601 824 082,WA LIMITED LIABILITY COMPANY,"503 W 14TH AVE, SPOKANE, WA, 99204-3717, UNITED STATES",LINDA L. SNAPP OLSEN,Active
"R & K OLSON ENTERPRISES, LLC",602 507 487,WA LIMITED LIABILITY COMPANY,"122 E S STREET, DEER PARK, WA, 99006, UNITED STATES",RON J OLSON,Administratively Dissolved
"R & K ROBINSON TRUCKING, LLC",601 936 815,WA LIMITED LIABILITY COMPANY,"16005 E WASHINGTON RD, VALLEYFORD, WA, 99036-8524, UNITED STATES",KATHRYN A ROBINSON,Active
"R & M OLSON PROPERTIES, LLC",602 241 172,WA LIMITED LIABILITY COMPANY,"PO BOX 73, KELSO, WA, 98626, UNITED STATES",ROGER D OLSON,Administratively Dissolved
"R & M WILSON HOLDING COMPANY, LLC",602 674 515,WA LIMITED LIABILITY COMPANY,"222 S 1ST ST, YAKIMA, WA, 98901-2804, UNITED STATES",ROGER WILSON,Active
R & R GIBSON TRUCKING LLC,603 522 175,WA LIMITED LIABILITY COMPANY,"222 205TH AVE. E, LAKE TAPPS, WA, 98391, UNITED STATES",RODNEY GIBSON,Delinquent
"R & R HALVORSON, INC.",601 106 793,WA PROFIT CORPORATION,"1620 YOST ROAD, TOPPENISH, WA, 98948, UNITED STATES",ROBERT HALVORSON,Active
"R & R MASONRY, INC.",601 579 443,WA PROFIT CORPORATION,"9307 N. IDAHO RD, NEWMAN LAKE, WA, 99025-0000, UNITED STATES",JONATHAN G BUDDA,Active
"R & R PERSONAL CONCIERGE, LLC",602 554 350,WA LIMITED LIABILITY COMPANY,"7217 135TH PL SE, NEWCASTLE, WA, 98059, UNITED STATES",ROBIN RAYFIELD,Inactive
R & Z SONS LLC,603 016 166,WA LIMITED LIABILITY COMPANY,"6222 - 12TH AVE NE, SEATTLE, WA, 98115, UNITED STATES",MUHAMMAD AHMED,Administratively Dissolved
"R A SANDERSON & ASSOCIATES, LLC",602 022 468,WA LIMITED LIABILITY COMPANY,"5815 233RD AVE E, BUCKLEY, WA, 98321-8734, UNITED STATES",RICHARD A. SANDERSON,Active
"R B AND SONS CONSTRUCTION, LLC",603 259 004,WA LIMITED LIABILITY COMPANY,"9450 51ST AVE S, SEATTLE, WA, 98118, UNITED STATES",RANDAL WALKER,Active
"R C DOBSON, LLC",603 337 806,WA LIMITED LIABILITY COMPANY,"10109 NE 144TH PLACE, KIRKLAND, WA, 98034, UNITED STATES",RONALD DOBSON,Administratively Dissolved
R CARLSON PROPERTIES LLC,604 069 210,WA LIMITED LIABILITY COMPANY,"332 NW RICHMOND BEACH RD, SHORELINE, WA, 98177-3120, UNITED STATES",RYAN CARLSON,Active
"R DAWSON HOMES, INC.",602 599 676,WA PROFIT CORPORATION,,GARY  OLDHAM,Inactive
R E JOHNSON FAMILY LIMITED PARTNERSHIP,604 242 357,WA LIMITED PARTNERSHIP,"8306 GREENWOOD AVE N # 30510, SEATTLE, WA, 98113-1302, UNITED STATES",PAUL DAVIS,Terminated
"R JOHNSON HOLDINGS, INC.",604 022 526,WA PROFIT CORPORATION,"717 N HAMILTON ST, SPOKANE, WA, 99202-2044, UNITED STATES",DAVID OSENGA,Active
"R M IMESON MANAGEMENT, L.L.C.",602 439 429,WA LIMITED LIABILITY COMPANY,"4015 216TH PL SE, BOTHELL, WA, 98021, UNITED STATES",JESSICA IMESON,Administratively Dissolved
R M WILSON & ASSOCIATES INC.,602 695 669,WA PROFIT CORPORATION,"1821 CENTERWOOD DR SE, OLYMPIA, WA, 98501-3722, UNITED STATES",ALLISON K WILSON,Active
"R MAGNUSON, INC.",603 557 512,WA PROFIT CORPORATION,"1094 STATE AVE, MARYSVILLE, WA, 98270-4241, UNITED STATES",RUSHMORE TAX SERVICE INC,Administratively Dissolved
"R S PETERSON ENTERPRISES, INC.",602 766 133,WA PROFIT CORPORATION,"1712 88TH DRIVE SE, EVERETT, WA, 98205, UNITED STATES",RANDY  PETERSON,Inactive
"R SCOTT ROBINSON CONSTRUCTION, INCORPORATED",603 364 949,WA PROFIT CORPORATION,"10650 TOOTKARLE RD SE, OLYMPIA, WA, 98513, UNITED STATES",R SCOTT ROBINSON,Administratively Dissolved
R SPRING MASONRY INC,603 154 664,WA PROFIT CORPORATION,"1420 NW GILMAN BLVD # 2567, ISSAQUAH, WA, 98027-5394, UNITED STATES",RANDY SPRING,Delinquent
R TWO SONS CORPORATION,601 890 454,WA PROFIT CORPORATION,,GYE HWA LEE,Inactive
R V ERICKSON SONS INC.,601 721 901,WA PROFIT CORPORATION,,LEE R ERICKSON,Inactive
R W & SONS L.L.C.,601 750 740,WA LIMITED LIABILITY COMPANY,"4019 ROAD 4 NW, EPHRATA, WA, 98823-9734, UNITED STATES",LES WENTWORTH,Active
R W JOHNSON MOTTMAN PLAZA CONDOMINIUM OWNERS ASSOCIATION,602 504 533,WA NONPROFIT CORPORATION,"2620 R W JOHNSON BLVD SW, SUITE 400, TUMWATER, WA, 98512-6140, UNITED STATES",RW JOHNSON MOTTMAN PLAZA CONDOMINIUM OWNERS ASSOCIATION,Active
"R W OLSON, L.L.C.",602 646 334,WA LIMITED LIABILITY COMPANY,"6307 SNUG HARBOR CT NE, OLYMPIA, WA, 98506-9649, UNITED STATES",RICHARD W OLSON,Delinquent
R WILLIAM NICHOLSON LLC,602 381 597,WA LIMITED LIABILITY COMPANY,"680 E 11TH, PO BOX 1006, TACOMA, WA, 98401, UNITED STATES",R WILLIAM NICHOLSON,Active
"R WILSON, ARCHITECT LLC",603 523 844,WA LIMITED LIABILITY COMPANY,"21109 N PANORAMA RD, COLBERT, WA, 99005, UNITED STATES",RANDALL WILSON,Delinquent
R&B IVERSON FAMILY LLC,602 566 341,WA LIMITED LIABILITY COMPANY,"3000 147TH PL SE, MILL CREEK, WA, 98012-5042, UNITED STATES",HELSELL FETTERMAN LLP,Active
R&D OF MADISON CORPORATION,603 056 219,WA PROFIT CORPORATION,"2349 YALE AVE E, SEATTLE, WA, 98102, UNITED STATES",SARAH E BORAK,Active
R&G ANDERSON ENTERPRISES LLC,603 602 170,WA LIMITED LIABILITY COMPANY,"86 FLEMARSKI RD, FORKS, WA, 98331, UNITED STATES",RONALD ANDERSON,Administratively Dissolved
"R&S MASONRY, L.L.C.",602 361 926,WA LIMITED LIABILITY COMPANY,"29404 215TH AVE SE, KENT, WA, 98042, UNITED STATES",STEVEN RHYNER,Inactive
R&S PATTERSON INC.,602 784 462,WA PROFIT CORPORATION,"504 E COLUMBIA DR, KENNEWICK, WA, 99336-3710, UNITED STATES",RAMON PATTERSON,Active
"R&S WATSON PROPERTIES, L.L.C.",602 533 232,WA LIMITED LIABILITY COMPANY,"2270 SE COLE RD, SHELTON, WA, 98584, UNITED STATES",STEPHANIE WATSON,Delinquent
"R&T CARLSON, LLC",602 839 685,WA LIMITED LIABILITY COMPANY,"216 S.TOWER AVE, ROCHESTER, WA, 98579, UNITED STATES",RONALD  CARLSON,Inactive
R'LEE DAVISON LLC,604 160 511,WA LIMITED LIABILITY COMPANY,"91 E WILLEY LN, SHELTON, WA, 98584, UNITED STATES",LEE REYNOLDS,Voluntarily Dissolved
"R-ANDERSON, LLC",602 573 735,WA LIMITED LIABILITY COMPANY,"2636 HOLLY BLUFF CRT, GIG HARBOR, WA, 98335, UNITED STATES",ANDERSON WILHELMSON,Administratively Dissolved
"R. & C. PONSONBY, INC.",601 268 075,WA PROFIT CORPORATION,,RALPH E PONSONBY,Inactive
"R. & D. ERICKSON & SONS LOGGING, INC.",601 770 975,WA PROFIT CORPORATION,,PATRICK A MONASMITH,Inactive
R. & F. HOCKANSON SOCIETY,602 765 511,WA CORP SOLE,"1402 AUBURN WAY N #116, AUBURN, WA, 98002, UNITED STATES",ROBERTHOCKANSON,Inactive
"R. & J. SWANSON, INC.",600 013 744,WA PROFIT CORPORATION,,ROY L SWANSON,Inactive
"R. A. ANDERSON CONSTRUCTION, LLC",602 962 105,WA LIMITED LIABILITY COMPANY,"8297 MAPLE AVE, LYMAN, WA, 98263, UNITED STATES",ANKER ANDERSON,Inactive
R. A. LARSON AND ASSOCIATES LTD.,601 026 855,FOREIGN PROFIT CORPORATION,"6405 218TH ST SW STE 302, MOUNTLAKE TERRACE, WA, 98043, UNITED STATES",ROD LARSON,Terminated
R. A. PEARSON COMPANY,328 053 588,WA PROFIT CORPORATION,"8120 W SUNSET HWY, SPOKANE, WA, 99224, UNITED STATES",ANDREA ZAMAN,Active
"R. A. RASMUSSEN & SONS, INC.",600 449 411,WA PROFIT CORPORATION,,SPENCER COZZENS,Administratively Dissolved
"R. ANDERSON CONSTRUCTION, INC.",601 168 501,WA PROFIT CORPORATION,,ROSEMARY R ANDERSON,Inactive
"R. ANDERSON CONSULTING, INC.",602 427 207,WA PROFIT CORPORATION,"3378 POINT WHITE DR, BAINBRIDGE ISLAND, WA, 98110, UNITED STATES",CHARLES ANDERSON,Administratively Dissolved
R. ANDERSON INC.,601 720 626,WA PROFIT CORPORATION,,ROBERT D ANDERSON,Inactive
"R. ANDERSON TRUCKING, INC.",601 601 880,WA PROFIT CORPORATION,,RANDY ANDERSON,Inactive
"R. B. OLSON CONSTRUCTION, L.L.C.",602 190 437,WA LIMITED LIABILITY COMPANY,"300 FAIRMONT RD, PULLMAN, WA, 99163-5500, UNITED STATES",ROBERT B OLSON,Active
R. B.THOMPSON LLC,603 570 032,WA LIMITED LIABILITY COMPANY,"8817 E MISSION AVE STE 202, SPOKANE VLY, WA, 99212-5040, UNITED STATES",ROBERT THOMPSON,Active
"R. BRUCE ROBINSON, JR., D.D.S., INC., P.S.",602 192 492,WA PROFESSIONAL SERVICE CORPORATION,"5011 MAY ST NW, BREMERTON, WA, 98311-2342, UNITED STATES",TODD BUSKIRK,Active
"R. C. FERGUSSON, M. D., INC., P.S.",600 055 356,WA PROFESSIONAL SERVICE CORPORATION,,RAYMOND C FERGUSSON,Inactive
