Business Name,Business ID,Business Type,Principal Business Office Address,Registered Agent Name,Fiscal Year Month,Status
PETERSON QUALITY MALT,365764,Trade Name,"1822 Monkton Road, Monkton, VT, 05473, USA",Andrew Peterson,,Active
PETERSON REAL ESTATE & APPRAISALS,217436,Trade Name,"55 EAST STATE ST., MONTPELIER, VT, 05602, USA",NONE,,Inactive
"PETERSON TRAINING AND DEVELOPEMNT, L3C",36731,Domestic Low Profit Limited Liability Company,"69 VT ROUTE 12 SOUTH, NORTHFIELD, VT, 05663, USA",RALPH PETERSON,12,Inactive
"PETERSON'S GROCERY OUTLET, INC.",120713,Domestic Profit Corporation,"77 STETSON LANE, BARNET, VT, 05821, USA",RICHARD A PETERSON,12,Dissolved
PETERSON'S PROPERTY SERVICES,160430,Trade Name,"MEADOW LAKE DR., RUTLAND TOWN, VT, 05701, USA",NONE,,Inactive
PETERSONS LLC,35231,Domestic Limited Liability Company,"3358 Vt rt100, po box 594, jacksonville, VT, 05342, USA",mark peterson,12,Terminated
PFE MASONRY,254459,Trade Name,"50 W GLAUCHESTER, GROTON, VT, 05046, USA",NONE,,Inactive
PG & SONS LLC,13463,Domestic Limited Liability Company,"58 BROOKWILLOW AVE, W LONG BRANCH, NJ, 07764, USA",PERRY MCPHEE,12,Inactive
"PGL AND SONS HOLDINGS, INC.",41062,Domestic Profit Corporation,"1118 RT 14, HARTFORD, VT, 05047, USA",MICHAEL LYFORD,12,Inactive
"PHILIP L. DAVIS & SON, INC.",66375,Domestic Profit Corporation,"53 Davis Dr, Wilmington, VT, 05363, USA",ALAN S DAVIS,12,Terminated
PHILIP TOWNE AND SON LOGGING,156009,Trade Name,"NOTCH ROAD, MENDON, VT, 05701, USA",MATTHEW TOWNE,,Inactive
PHILLIP E. TOWNE & SONS,212930,Trade Name,"MENDON, VT, USA",NONE,,Inactive
"PHILLIP FAUTEAUX & SON, INC.",68410,Domestic Profit Corporation,"128 GALE STREET, CANAAN, VT, 05903, USA",CLAIRE FAUTEUX,4,Dissolved
PHILLIPS-MORRISON GROUP INC.,67623,Foreign Profit Corporation,"264 ADELAIDE ST EAST, TORONTO, m5a1n","ABARE, NICHOLLS & PARKER",9,Inactive
PHO SON,354444,Trade Name,"15 Herman Thrush Lane, South Burlington, VT, 05403, USA",MORTON D BOSTOCK,,Active
PHOEBUS-ANDERSON FARM,194094,Trade Name,"FERRISBURGH, VT, USA",NONE,,Inactive
"PHOENIX & SON CONSTRUCTION, LLC",8648,Domestic Limited Liability Company,"144 CREAMERY STREET, MARSHFIELD, VT, 05658, USA",MICHAEL J PHOENIX,12,Inactive
PHOENIX CENTER FOR PERSONAL GROWTH THE,204512,Trade Name,"BURLINGTON, VT, 05401, USA",NONE,,Inactive
PHOENIX CHIMNEY & MASONRY SERVICES,208770,Trade Name,"5 VICTORY DR UNIT B, SO BURLINGTON, VT, 05403, USA",NONE,,Expired
"PHOENIX CHIMNEY & MASONRY SERVICES, LLC",36523,Domestic Limited Liability Company,"5 Victory Drive, Unit B, South Burlington, VT, 05403, USA","Johnson Law Group International, PLLC",12,Dissolved
PHOTOGRAPHY BY SONDRA SARRA,284906,Trade Name,"PO BOX 1121, ST ALBANS, VT, 05478, USA",NONE,,Expired
PHYLLIS G. LAMSON,249004,Trade Name,"64 POOR FARM RD, ALBURGH, VT, 05440, USA",NONE,,Inactive
PHYLLIS JACKSON BOOKKEEPING,168609,Trade Name,"BARRE TOWN, VT, USA",NONE,,Inactive
PHYSICIAN'S PERSONAL CFO,268698,Trade Name,"20 KIMBALL AVE, S BURLINGTON, VT, 05403, USA",NONE,,Inactive
"PICKERING, CORTS AND SUMMERSON, INC.",359217,Foreign Profit Corporation,"145 Pine Haven Shores Rd., #1000A, Shelburne, VT, 05482, USA",REGISTERED AGENTS INC.,12,Active
PICS ON PARADE,239818,Trade Name,"199 NICE WAY, COLCHESTER, VT, 05446, USA",NONE,,Inactive
"PICZ & SONS, INC.",101062,Domestic Profit Corporation,"PO BOX 24, CAMBRIDGEPORT, VT, 05141, USA",JOHN PICZ,12,Inactive
PIE-CASSO N.Y. STYLE PIZZA,159639,Trade Name,"1880 MTN #2 RD, STOWE, VT, 05672, USA",NONE,,Inactive
PIERSON & ASSOCIATES,177128,Trade Name,"HANOVER, NH, USA",GARY T BROOKS ESQ,,Inactive
"PIERSON & SMITH, INC.",76932,Foreign Profit Corporation,"40 RICHARDS AVENUE, NORWALK, CT, 06854, USA",CORPORATION SERVICE COMPANY,12,Withdrawn
"PIERSON A. HARLETH & CO., LLC",312758,Domestic Limited Liability Company,"216 N Ridge Run, Manchester Center, VT, 05255, USA",Richard C. Hansen,12,Active
PIERSON ACCOUNTING,154678,Trade Name,"MANCHESTER, VT, USA",NONE,,Inactive
"PIERSON BROS. CONSTRUCTION CO., INC.",125781,Domestic Profit Corporation,"9641 VT. RTE 25, E. CORINTH, VT, 05040, USA",KRISTAL E HARTLEY,12,Dissolved
PIERSON CONSULTING LLC,288254,Domestic Limited Liability Company,"90 LOMBARD LANE, SO HERO, VT, 05486, USA",DONALD PIERSON,12,Dissolved
PIERSON'S INCORPORATED,55147,Domestic Profit Corporation,"1068 VILLAGE RD/POB 1105, E. CORINTH, VT, 05040, USA",Wade Pierson,12,Active
"PIERSON'S TRANSPORTATION, LLC",560,Domestic Limited Liability Company,"9614 VT RTE. 25, east corinth, VT, 05040, USA",WADE PIERSON,6,Active
"PIERSON, GRILL & SAUNDERS",207196,Trade Name,"HANOVER, NH, USA","GARY T. BROOKS, ESQ.",,Inactive
"PIERSON, WADHAMS, QUINN, YATES & COFFRIN, LLP",39644,Domestic Limited Liability Partnership,"253 SOUTH UNION STREET, BURLINGTON, VT, 05401, USA",RICHARD WADHAMS,,Active
"PIERSONS HOME DECORATING, INC.",115242,Domestic Profit Corporation,NONE,GREGORY R. PIERSON,12,Terminated
PIES ON THE FLY,237215,Trade Name,"SHERBURNE, VT, USA",NONE,,Inactive
PIKE & SONS GREEN MTN. CABLE,164197,Trade Name,"PO BOX 30, BRADFORD, VT, 05033, USA",NONE,,Inactive
"PILOT SERVICES ON DEMAND, INC.",357856,Foreign Profit Corporation,"1055 Hillscrest Road, Suite F-4, Mobile, AL, 36695, USA",C T CORPORATION SYSTEM,12,Active
PIMSONE LLC,28967,Domestic Limited Liability Company,"208 TEMPLETON LANE, VT, 37343, USA","NATIONAL REGISTERED AGENTS, INC.",12,Terminated
PINE SONG PRESS,318206,Trade Name,"360 Valley View Road, West Dover, VT, 05356, USA",Erika Alin,,Active
PINGREE & SONS,248124,Trade Name,"17 EAST ST, ORLEANS, VT, 05860, USA",NONE,,Inactive
PINKY'S ON STATE,236910,Trade Name,"MONTPELIER, VT, 05602, USA",NONE,,Inactive
"PINKY'S ON STATE, LLC",17126,Domestic Limited Liability Company,"14 State, Montpelier, VT, 06502, USA",NANCY MARTEL,12,Active
PINSONNEAULT DRIVING SCHOOL,184222,Trade Name,"216 AUTUMN ACRES RD., BENNINGTON, VT, 05201, USA",RICHARD J. PINSONNEAULT,,Active
PIONEER VALLEY WINNELSON CO.,78315,Foreign Profit Corporation,"688 EAST MAIN STREET, BRANFORD, CT, 06405, USA",CORPORATION SERVICE COMPANY,1,Withdrawn
PITTS AND SONS LOGGING LLC,319751,Domestic Limited Liability Company,"348 Homerstone Rd, Wallingford, VT, 05773, USA",Isaac Pitts,12,Active
"PITTSFORD MASONIC ASSOCIATION, INC.",44074,Domestic Non-profit Corporation,"449 ARCH STREET, PITTSFORD, VT, 05763, USA",ANTHONY TENNIEN,,Inactive
PIZZA 4 ALL SEASONS,215964,Trade Name,"ISLAND POND, VT, USA",NONE,,Inactive
PIZZA 4 ALL SEASONS,248890,Trade Name,"PO BOX 167 CROSS ST, ISLAND POND, VT, 05846, USA",NONE,,Inactive
PLACE MASONARY,276527,Trade Name,"P.O. BOX 74, HINESBURG, VT, 05461, USA",NONE,,Inactive
PLACE MASONRY,197678,Trade Name,"RR 1, BOX 1280, SHELBURNE, VT, 05482, USA",NONE,,Inactive
PLACE MASONRY CORP.,110214,Domestic Profit Corporation,"265 SUGAR HOUSE LANE, HINESBURG, VT, 05461, USA",MICHAEL PLACE,12,Active
PLAYGROUND ART GARRISON DALLEY,273159,Trade Name,"CONDO AIRPORT RD, WAITSFIELD, VT, 05673, USA",NONE,,Inactive
PLODZIK & SANDERSON,222855,Trade Name,"BURLINGTON, VT, USA",C T CORPORATION SYSTEM,,Inactive
PLODZIK & SANDERSON PROFESSIONAL ASSOCIATION PA,348649,Foreign Profit Corporation,"193 N MAIN ST, CONCORD, NH, 03301, USA",C T CORPORATION SYSTEM,12,Active
PLODZIK AND SANDERSON,237456,Trade Name,"15 JENNIFER DR, CONCORD, NH, 03301, USA",C T CORPORATION SYSTEM,,Inactive
PLUMB LINE MASONRY,167063,Trade Name,"PO BOX 4171, ST. JOHNSBURY, VT, 05819, USA",NONE,,Expired
PLUMB LINE MASONRY,247483,Trade Name,"PO BOX 4171, ST JOHNSBURY, VT, 05819, USA",NONE,,Inactive
PLUMB LINE MASONRY,312684,Trade Name,"569 Lake Rd, St, Albans, VT, 05478, USA",STEVEN TOWSLEY,,Active
PLYMOUTH NOTCH SEASONING,362479,Trade Name,"741 Lynds Hill Rd, Plymouth, VT, 05056 - 5390, USA",Terry Bascom,,Active
"PLYMOUTH NOTCH SEASONING, LLC",359703,Domestic Limited Liability Company,"741 Lynds Hill Rd, Plymouth, VT, 05056, USA",Terry Bascom,12,Active
POISON APPLE DESIGNS,356627,Trade Name,"45 Lovers Lane, Grand Isle, VT, 05458, USA",Mary Seller,,Active
POISON IVY RESEARCH INSTITUTE,175627,Trade Name,"CHAMPLIN HILL, NO FERRISBURG, VT, 05473, USA",NONE,,Inactive
POLAND MASONRY,159876,Trade Name,"68 PARK STREET, ESSEX JUNCTION, VT, 05452, USA",NONE,,Inactive
POLAND MASONRY INCORPORATED,107188,Domestic Profit Corporation,"68 PARK STREET, ESSEX JUNCTION, VT, 05452, USA",ROBERT O. HARTON,12,Dissolved
POLLY THOMPSON ENTERPRISES,212972,Trade Name,"19 CHURCH STREET, BURLINGTON, VT, USA",NONE,,Inactive
PORTER MASONRY,216857,Trade Name,"RFD 1, BOX 239, PERKINSVILLE, VT, 05151, USA",NONE,,Inactive
"PORTER MASONRY, INC.",118035,Domestic Profit Corporation,"121 PERKINS HILL RD, PERKINSVILLE, VT, 05151, USA",KIM PORTER,12,Dissolved
POTTER & SONS JEWELERS,196333,Trade Name,"35 SO MAIN ST, W. RIVER JCT., VT, 05001, USA",NONE,,Inactive
"POULIN & SON BUILDERS, INC.",96868,Domestic Profit Corporation,"84 SAND HILL ROAD, ESSEX JUNCTION, VT, 05452, USA",GERARD J. POULIN,12,Dissolved
POWELL + SONS INC.,127656,Domestic Profit Corporation,"54 bates rd, georgia, VT, 05468, USA",JAMES POWELL,12,Active
PRAISE SONG CENTER THE,49127,Domestic Non-profit Corporation,"67 MAIN STREET, BRATTLEBORO, VT, 05301, USA",HELEN SCHEPARTZ,,Inactive
PREGNANCY CARE CENTER OF ADDISON COUNTY,193992,Trade Name,"RTE 7 SOUTH, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
"PREGNANCY RESOURCE CENTER OF ADDISON COUNTY, INC.",47105,Domestic Non-profit Corporation,"102 Court St. , Suite B, Middlebury, VT, 05753, USA","Anthony Duprey, Esq.",,Active
"PREMIUM PROPERTIES SUBWAY JOHNSON, LLC",281757,Domestic Limited Liability Company,"c/o Albert A. Cicchitte, Trustee, PO Box 907, Burlington, VT, 05402, USA",ALBERT A. CICCHETTI,12,Active
"PRESEAU & NICKERSON, INC.",76364,Domestic Profit Corporation,"ORWELL, VT, 05760, USA",ROY NICKERSON,4,Inactive
PRESS ON,163017,Trade Name,"PUTNEY, VT, USA","PHILLIPS, DUNN, SHRIVER & CARROLL, P.C.",,Inactive
PRESS ON,248184,Trade Name,"MAIN STREET, PUTNEY, VT, 05346, USA",NONE,,Inactive
"PRESSON COMMUNICATIONS, LLC",332685,Domestic Limited Liability Company,"131 West Seneca St., No. 6, Manlius, NY, 13104, USA","Vaughn A. Carney, Esq.",12,Active
PRESSURES ON THE,171142,Trade Name,"50 MAPLE ROW, SHEFFIELD, VT, 05866, USA",NONE,,Expired
PRISON FELLOWSHIP MINISTRIES,44142,Foreign Non-profit Corporation,"44180 RIVERSIDE PARKWAY, LANSDOWNE, VA, 20176, USA",CORPORATION SERVICE COMPANY,,Active
PRISONER OF ROCK 'N' ROLL,262284,Trade Name,"CALAIS, VT, USA",NONE,,Inactive
PRO - TILE & MASONRY,276423,Trade Name,"1976 MESSER HILL RD, PLYMOUTH, VT, 05056, USA",NONE,,Inactive
PROFESSIONAL PERSONNEL MONTHLY,242001,Trade Name,"12 MARKET PLACE, ESSEX JCT., VT, 05452, USA",NONE,,Inactive
"PROFESSIONAL PERSONNEL SERVICE, INC.",347633,Foreign Profit Corporation,"4049 Williston Road, South Burlington, TN, 05403, USA",Racheal Ryan,12,Active
PROFESSIONAL PERSONNEL WEEKLY,242002,Trade Name,"12 MARKET PLACE, ESSEX JCT., VT, 05452, USA",NONE,,Inactive
PROFESSIONAL SILLY PERSON THE,183082,Trade Name,"100 FOX RUN CIRCLE, LYNDONVILLE, VT, 05851, USA",NONE,,Inactive
PROJECT PERSON,245954,Trade Name,"RR2, BOX 1690, STOWE, VT, 05672, USA",NONE,,Inactive
PROSONS ELECTRIC,265664,Trade Name,"726 MT ROAD, BRISTOL, VT, 05443, USA",NONE,,Inactive
"PROSONS ELECTRIC, INC.",119278,Domestic Profit Corporation,"PO BOX 9, HINESBURG, VT, 05461, USA","FRANCIS B PROVOST, JR",12,Inactive
PROSONS VOICE & DATA,238920,Trade Name,"726 MOUNTAIN RD, BRISTOL, VT, 05443, USA",NONE,,Inactive
PROTEST SONG FILM GROUP,162421,Trade Name,"BOX 63, MONTGOMERY CTR, VT, 05471, USA",NONE,,Inactive
"PROVASI & SON, INC.",98519,Domestic Profit Corporation,"23 BARLOW STREET, ST. ALBANS, VT, 05478, USA",TIMOTHY G. HURLBUT P.C.,12,Active
PROVONCHA & SON TRUCKING,233512,Trade Name,"POB 823, NEWPORT, VT, 05855, USA",NONE,,Inactive
"PROVOST, SON & DAUGHTERS ELECTRIC, LLC",18039,Domestic Limited Liability Company,"199 Hickok Street, Winooski, VT, 05404, USA",JOSEPH H PROVOST,12,Active
"PRS - TEESON, INC.",112701,Domestic Profit Corporation,NONE,ROBERT PERRY,12,Dissolved
PUBLIC PERSONNEL MANAGEMENT CONSULTING,189711,Trade Name,"90 CENTRAL AVENUE, SO BURLINGTON, VT, 05403, USA",NONE,,Inactive
PUFF'S CHIMNEY & MASONRY,261812,Trade Name,"PO BOX 6, N SPRINGFIELD, VT, 05150, USA",NONE,,Inactive
PUNDERSON INVESTMENT LIMITED PARTNERSHIP,40861,Domestic Limited Partnership,"1209 CIDER MILL RD, CORNWALL, VT, 05753, USA",EBENEZER PUNDERSON ESQ,,Dissolved
PUNDERSON INVESTMENT LIMITED PARTNERSHIP,141977,Name Reservation,"1209 CIDER MILL RD, CORNWALL, VT, 05753, USA",NONE,,Expired
PURRSONALITY PLUS HIMALAYANS & PERSIANS,227039,Trade Name,"313 NORTH ST, WINOOSKI, VT, 05404, USA",NONE,,Inactive
"PUTTER & EDSON, L.L.P.",39406,Domestic Limited Liability Partnership,"15 EAST STATE ST, MONTPELIER, VT, 05602, USA",DAVID PUTTER,,Cancelled
"QUALITY PERSONNEL OF VERMONT, INC.",83551,Domestic Profit Corporation,"152 BANK ST., BURLINGTON, VT, 05402, USA",FREDERICK HIRSCH,10,Inactive
"QUINTIN BROTHERS COLLISON & CLASSICS, LLC",335537,Domestic Limited Liability Company,"1028 South Brownell Road, Williston, VT, 05495, USA",Timothy M. Quintin,12,Dissolved
R & J CAMERON & SONS,167041,Trade Name,"8 CENTER BAY, ALBURGH, VT, 05440 - 9619, USA",RICHARD L CAMERON SR,,Cessated
R & J CAMERON AND SONS LLC,339349,Domestic Limited Liability Company,"8 Center Bay Road, Alburgh, VT, 05440 - 9619, USA",Randilyn Cameron Moxhet,12,Terminated
"R & M AND SONS LANDSCAPE CONSTRUCTION, INC.",101773,Domestic Profit Corporation,"30 PEARL STREET, SPRINGFIELD, VT, 05156, USA",ROGER L. HOLMES,5,Inactive
"R & R MASONRY, INC.",80250,Domestic Profit Corporation,"2022 ROUTE 9, BRATTLEBORO, VT, 05301, USA","KENNETH V. FISHER, JR.",12,Dissolved
"R & R THOMPSON, INC.",119198,Domestic Profit Corporation,NONE,ANNA ADAMS,12,Inactive
R & W GIBSON CORP.,67690,Domestic Profit Corporation,"208 WHITE STREET, SO BURLINGTON, VT, 05403, USA",MATTHEW T DALY,5,Dissolved
R AND R PROPERTY CARE BY RANDY RICHARDSON,199024,Trade Name,"38 Newton Street, Barre, VT, 05641, USA",NONE,,Cessated
"R H HUDSON SR., INC.",123829,Domestic Profit Corporation,"63 SY LEWIS MTN. ROAD, CONCORD, VT, 05824, USA","RANSON HUDSON, SR.",12,Inactive
"R K MASONRY, INC.",117485,Domestic Profit Corporation,"817 SCHOOL ROAD, CAMBRIDGE, VT, 05444, USA",RONALD R KILBURN,12,Active
R&R AND SON'S LANDSCAPING,192365,Trade Name,"139 WEST HILL RD, WOLCOTT, VT, 05680, USA",NONE,,Inactive
R+R AND SON LAWN CARE LLC,12108,Domestic Limited Liability Company,"139 WEST HILL RD, WOLCOTT, VT, 05680, USA",RAY T BARUP III,11,Dissolved
R+W GIBSON PROMOTIONAL PRODUCTS,171773,Trade Name,"PO BOX 9491, S. BURLINGTON, VT, 05407, USA",NONE,,Expired
R. A. PETERSON CONSTRUCTION,218509,Trade Name,"25 HUBBARD STREET, MONTPELIER, VT, 05602, USA",NONE,,Inactive
"R. A. STAHLER & SONS, INC.",64984,Domestic Profit Corporation,"3740 Gilman Road, Lyndon Center, VT, 05850, USA",DAVID STAHLER,7,Active
"R. B. & SONS, LTD.",103003,Domestic Profit Corporation,"WILMINGTON, VT, 05363, USA",RANDOLYN R. THAYER,12,Inactive
"R. BROWN & SONS, INC.",83389,Domestic Profit Corporation,"608 Plains Rd, Pittsford, VT, 05763, USA",ROBERT E BROWN,12,Active
"R. C. FOSS & SON, INC.",63875,Foreign Profit Corporation,"LEAVITT ROAD BOX 37, PITTSFIELD, NH, 03263, USA",C T CORPORATION SYSTEM,9,Inactive
"R. C. PEMBROKE & SONS, INC.",80253,Domestic Profit Corporation,"132 Harrington Rd, North Bennington, VT, 05257, USA",Ronald Pembroke,3,Active
"R. CYR AND SON, INC.",93773,Domestic Profit Corporation,"LONDONDERRY, VT, 05148, USA",JEANNINE CYR,12,Inactive
R. E. MADISON L.L.C.,6224,Domestic Limited Liability Company,"1873 North Road, Box 253, BARNARD, VT, 05031, USA",DAVID ZIMMERMAN,12,Active
"R. E. MOULTON & SON, INC.",69029,Domestic Profit Corporation,"HARDWICK, VT, 05843, USA",ROBSON E. MOULTON,6,Inactive
"R. F. HALL AND SON, INC.",96956,Domestic Profit Corporation,"1461 Route 30 North, BOMOSEEN, VT, 05732, USA","RICHARD F. HALL, JR.",10,Active
"R. FRENCH & SON, INC.",102862,Domestic Profit Corporation,"3612 SILVER STREET, HINESBURG, VT, 05461, USA",BONNIE FRENCH,12,Active
R. G. BOLIO & SONS,187986,Trade Name,"ROUTE 16, E. HARDWICK, VT, 05836, USA",NONE,,Inactive
"R. J. DAVIS & SONS, INC.",101616,Domestic Profit Corporation,"WILMINGTON, VT, 05363, USA",ROBERT J. DAVIS,12,Inactive
"R. J. DESABRAIS & SONS, INC.",100945,Domestic Profit Corporation,"198 BOARDMAN STREET, MIDDLEBURY, VT, 05753, USA",ROGER J. DESABRAIS,12,Active
"R. J. FOURNIER & SONS FARM, INC.",69400,Domestic Profit Corporation,"101 CAMPBELL BAY ROAD, SWANTON, VT, 05488, USA",EARL FOURNIER,9,Active
R. J. HERB & SONS,256023,Trade Name,"ROUTE 5, FAIRLEE, VT, 05045, USA",NONE,,Inactive
"R. J. THIBAULT MASONRY, INC.",94516,Domestic Profit Corporation,"190 MARTEL LANE, WILLISTON, VT, 05495, USA","Vermont Attorney Registered Agent Services, LLC",6,Dissolved
"R. J. WATSON & COMPANY, INC.",98598,Domestic Profit Corporation,"WEST HILL RD, BX 362, WALLINGFORD, VT, 05773, USA",A. JEFFRY TAYLOR,12,Dissolved
"R. L. MORIN & SONS CONSTRUCTION, LLC",351015,Domestic Limited Liability Company,"219 Baker Rd, Eden, VT, 05652, USA",JuliAnn Morin,12,Terminated
R. LEFEBVRE & SON SMOKEHOUSE MEATS,202399,Trade Name,"BARRE TOWN &, SOUTH BARRE, VT, USA",NONE,,Inactive
R. LEFEBVRE AND SON SMOKEHOUSE MEATS,251221,Trade Name,"RT 14, S BARRE, VT, 05670, USA",NONE,,Inactive
"R. LISAI & SONS, LLC",5059,Domestic Limited Liability Company,"1289 WRIGHT ORCHARD RD., GRAFTON, VT, 05146, USA",RAY LISAI,12,Dissolved
R. POTTER & SON,248309,Trade Name,"35 SOUTH MAIN ST, WHITE RIV JCT, VT, 05001, USA",NONE,,Inactive
R. R. DONNELLEY & SONS COMPANY,93037,Foreign Profit Corporation,"35 W. Wacker Drive, Floor 36, CHICAGO, IL, 60601, USA",C T CORPORATION SYSTEM,12,Active
R. R. GODFREY & SONS,274806,Trade Name,"ELMORE STREET, MORRISVILLE, VT, 05661, USA",NONE,,Inactive
R. S. FRANZONI & SONS LTD.,49310,Domestic Profit Corporation,"92 MCKENNA DR, NORWICH, VT, 05055, USA",ROBERT S. FRANZONI,1,Dissolved
R. S. SENECAL AND SON,271694,Trade Name,"CORNWALL, VT, 05753, USA",NONE,,Inactive
"R. SOULE & SON, INC.",122710,Domestic Profit Corporation,"3598 VT. ROUTE 105, ENOSBURG FALLS, VT, 05450, USA",NATHAN C. HALE,6,Active
"R. V. ANDERSON SONS, INC.",55747,Domestic Profit Corporation,"GUILFORD, VT, 05301, USA",LAURENCE E. ANDERSON,12,Dissolved
R. WALKER & SONS CLOCK SHOP,245331,Trade Name,"15 BROOKSIDE DR, JERICHO, VT, 05465, USA",NONE,,Inactive
"R. WEST & SONS, LLC",13156,Domestic Limited Liability Company,"88 MANLEY ROAD, MILTON, VT, 05468, USA",JARVIS AND KAPLAN,12,Inactive
"R.C. FOSS & SON, INC.",49973,Foreign Profit Corporation,"LEAVITT RD, PITTSFIELD, NH, 03263, USA",ROBERT GIBSON,12,Inactive
R.D. & SONS RUST/RESTO/AUTOMOTIVE REPAIR,285388,Trade Name,"85 NORTH RTE 30, BOMOSEEN, VT, 05732, USA",NONE,,Expired
"R.H. CLARKSON FINANCIAL SERVICES, INC.",81960,Foreign Profit Corporation,"401 W MAIN ST, STE. 1502, LOUISVILLE, KY, 40202, USA",CORPORATION SERVICE COMPANY,12,Active
"R.J. MOBBS & SON, INC.",91118,Domestic Profit Corporation,"RR BOX 218, JERICHO, VT, 05465, USA",RAYMOND MOBBS,12,Inactive
"R.L. COVEY & SON, INC.",116133,Domestic Profit Corporation,"20 FAIRVIEW AVE, WILMINGTON, VT, 05363, USA",THOMAS H. JACOBS,12,Terminated
R.L. MORIN & SONS CONSTRUCTION,186694,Trade Name,"219 BAKER RD, EDEN, VT, 05652, USA",NONE,,Expired
R.M. MASONRY & CARPENTRY CONTRACTORS,159349,Trade Name,"10 KELLOGG RD STE235, ESSEX JUNCTION, VT, 05452, USA",NONE,,Expired
"R.N. JOHNSON, INC.",46476,Foreign Profit Corporation,"269 MAIN STREET, WALPOLE, NH, 03608, USA",JONATHAN BUMP,10,Inactive
"R.P. NELSON, LTD.",121951,Domestic Profit Corporation,"41 MAIN STREET, FAIR HAVEN, VT, 05743, USA",ROBYN P PRIOR,12,Inactive
R.R. GODFREY & SONS,166858,Trade Name,"ELMORE STREET, MORRISVILLE, VT, 05661, USA",NONE,,Inactive
R.S. SENECAL AND SON,159482,Trade Name,"RD2 CORNWALL, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
RA FILSKOV & SONS INC,289842,Domestic Profit Corporation,"528 Old Lake RD, POULTNEY, VT, 05764, USA",ASHLEY FILSKOV,12,Active
"RABTOY & SONS, INC.",93522,Domestic Profit Corporation,"PO BOX 296, E WALLINGFORD, VT, 05742, USA",MARTIN RABTOY,12,Inactive
"RACINE & SONS, INC.",82663,Domestic Profit Corporation,"MAIN STREET, ORLEANS, VT, 05860, USA",BETTY L. RACINE,12,Inactive
"RADAMSONS, MD, PLLC",32842,Domestic Professional Limited Liability Company,"PO BOX 1568, ST. ALBANS, VT, 05478, USA",ROLAND ADAMSONS MD,12,Terminated
RADISSON BURLINGTON,156120,Trade Name,"BURLINGTON SQUARE, BURLINGTON, VT, 05401, USA",NONE,,Inactive
RADISSON HOTEL ASSOCIATES,212324,Trade Name,"250 KING OF PRUSSIA, RADNOR, PA, 19087, USA",ROBERT ROESLER,,Inactive
RADISSON HOTEL BURLINGTON,240432,Trade Name,"BURLINGTON, VT, USA",WITTEN SALTONSTALL WOOLMINGTON BONG,,Inactive
"RADISSON HOTELS INTERNATIONAL, INC.",55929,Foreign Profit Corporation,"701 CARLSON PARKWAY, STE.300, MS 4001, Minnetonka, MN, 55305, USA",UNITED STATES CORPORATION COMPANY,12,Active
RADISSON HOTELS MANAGEMENT CORPORATION,51265,Foreign Profit Corporation,"701 CARLSON PARKWAY, STE 300, MS 4001, MINNETONKA, MN, 55305, USA",UNITED STATES CORPORATION COMPANY,12,Active
RADISSON VERMONT CORPORATION,71955,Domestic Profit Corporation,"1405 XENIUM LANE NO., PLYMOUTH, MN, 55441, USA",UNITED STATES CORPORATION COMPANY,12,Dissolved
RALPH AND SONS AUTO SALES,164011,Trade Name,"LAMBERT ROAD, WASHINGTON, VT, 05675, USA",NONE,,Inactive
"RALPH E. MORGAN AND SONS, INC.",58800,Domestic Profit Corporation,"4 CHARLES STREET, WOODSTOCK, VT, 05091, USA","FRANK H. LANGROCK, ESQ.",12,Active
RALPH FRENCH MASONRY,154647,Trade Name,"831 LAKE DUNMORE RD, LEICESTER, VT, 05733, USA",NONE,,Inactive
RALPH FRENCH MASONRY LLC,353003,Domestic Limited Liability Company,"601 Deer Run rd, Brandon, VT, 05733, USA",Ralph french,12,Active
"RALPH RUSSIN & SONS, INC.",89548,Domestic Profit Corporation,"HANLEY LANE, JERICHO, VT, 05465, USA","KOLVOORD, OVERTON & WILSON",3,Inactive
RALPH S. HURD & SON,164913,Trade Name,"BENSON, VT, 05731, USA",NONE,,Inactive
RANDALL AND SONS RACING,273012,Trade Name,"BOX 1450, MILL STR, PLAINFIELD, VT, 05667, USA",NONE,,Inactive
"RANDALL AND SONS RACING, INC.",110065,Domestic Profit Corporation,"133 MILL ST, PLAINFIELD, VT, 05667, USA",JEFFREY S RICHARDSON,12,Dissolved
RANDALL C. WATSON LLC,16670,Domestic Limited Liability Company,"96 JOHN PUTNAM MEMORIAL, CAMBRIDGE, VT, 05444, USA",RANDALL WATSON,12,Dissolved
RANDY MACHIA & SONS CONSTRUCTION,229704,Trade Name,"2415 KNOWLES FLAT RD, EDEN, VT, 05652, USA",NONE,,Expired
RANDY MACHIA AND SONS LLC,343949,Domestic Limited Liability Company,"2415 KNOWLES FLAT RD, EDEN, VT, 05652, USA",RANDY MACHIA,12,Active
RANDY PETERSON LLC,26724,Domestic Limited Liability Company,"5506 VT ROUTE 215 N, CABOT, VT, 05647, USA",RANDY PETERSON,12,Dissolved
RANNEY AND SON LOGGING AND LAWN CARE,268647,Trade Name,"481 RANNEY HILL RD, KIRBY, VT, 05824, USA",NONE,,Inactive
RAS AND SONS CONTRACTING,331743,Trade Name,"382 hazen notch road, lowell, VT, 05847, USA",RRobert A Sanville,,Active
