Entity ID,Entity Name,City,Type,Status
663 - 007,Yelder and Son L.L.C.,"LOWNDESBORO, AL",Domestic Limited Liability Company,Exists
228 - 919,"Yelder-N-Son Trucking, Inc.","LOWNDESBORO, AL",Domestic Corporation,Exists
073 - 509,"Zorn & Son Insurance Agency, Inc.","VIDALIA, GA",Foreign Corporation,Exists
258 - 292,"#1 Bail Bonding of Jefferson County, Inc.","HUNTSVILLE, AL",Domestic Corporation,Exists
255 - 387,"#1 Bail Bonding of Madison County, Inc.","HUNTSVILLE, AL",Domestic Corporation,Exists
215 - 285,"A Beautiful Tree By Jackson, Inc.","LACEY'S SPRING, AL",Domestic Corporation,Exists
714 - 055,"A. Belanger & Sons, Inc.","CAMBRIDGE, MA",Foreign Corporation,Withdrawn
714 - 820,"A. Bertolla & Sons, Inc.","ROBERTSDALE, AL",Domestic Corporation,Dissolved
018 - 581,"A- Birmingham- Jefferson County Bail Bonds, LLC",Not Provided,Domestic Limited Liability Company,Exists
246 - 515,"A Bryan Johnson Photograph, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
345 - 812,A Burst of SonShine - Floral and Gift LLC,Not Provided,Domestic Limited Liability Company,Exists
425 - 120,A. David Johnson L.L.C.,"PHENIX CITY, AL",Domestic Limited Liability Company,Dissolved
738 - 971,"A. Elder & Sons Products, Inc.","TUSCALOOSA, AL",Domestic Corporation,Dissolved
924 - 224,"A. Epstein and Sons International, Inc.","CHICAGO, IL",Foreign Corporation,Exists
444 - 701,A Gibson Girl Production LLC,"MONTGOMERY, AL",Domestic Limited Liability Company,Dissolved
917 - 511,"A. Hattersley & Sons, Inc.","FT.WAYNE, IN",Foreign Corporation,Withdrawn
030 - 925,"A Henderson Properties, LLC","PRATTVILLE, AL",Domestic Limited Liability Company,Exists
247 - 284,"A. Hudson Trucking, Inc.","CULLMAN, AL",Domestic Corporation,Dissolved
010 - 034,"A. Johnson Investments, LLC",Not Provided,Domestic Limited Liability Company,Exists
881 - 110,"A. Johnson Petroleum Company, Inc.","WILMINGTON, DE",Foreign Corporation,Withdrawn
350 - 873,"A. Johnson Trucking, LLC",Not Provided,Domestic Limited Liability Company,Exists
330 - 347,A.Jones &Son Logging Inc,Not Provided,Domestic Corporation,Exists
903 - 533,"A. Lakin & Sons, Inc.","CHICAGO, IL",Foreign Corporation,Withdrawn
764 - 107,"A. Lawrenson & Co., Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
764 - 926,A. Leschen and Sons Rope Company,"ST. LOUIS, MO",Foreign Corporation,Exists
059 - 613,"A. MAC MARTINSON, LLC","HUNTSVILLE, AL",Domestic Limited Liability Company,Exists
932 - 594,"A. Martinez Masonry, Inc.","WINSTON SALEM, NC",Foreign Corporation,Exists
573 - 793,"A. MASON PROPERTIES, LLC",Not Provided,Domestic Limited Liability Company,Exists
691 - 454,"A McPherson Family Joint, LLC","MOBILE, AL",Domestic Limited Liability Company,Dissolved
166 - 281,"A. Patterson and Company, Inc., a close corporation","BIRMINGHAM, AL",Domestic Corporation,Dissolved
171 - 496,"A Personal Communications Specialist, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
568 - 065,"A Place for a Season Charitable Foundation, Inc.","BESSEMER, AL",Domestic Non-Profit Corporation,Exists
058 - 956,"A PLUS MASONRY, INC","LEBANON, TN",Foreign Corporation,Exists
N/A,"A Reason To Wear The Word Tee, LLC","Mobile, AL",Domestic Limited Liability Company,Name Reservation
430 - 028,A. Robertson Co. LLC,"MONTGOMERY, AL",Domestic Limited Liability Company,Exists
399 - 682,A Season of Care L.L.C.,Not Provided,Domestic Limited Liability Company,Exists
206 - 991,"A. Shane Ellison, D.M.D., P.C.","ALBERTVILLE, AL",Domestic Professional Corporation,Dissolved
944 - 856,"A-Son's Construction, Inc.","MUNCIE, IN",Foreign Corporation,Exists
554 - 107,"A Time and A Season Economic Development, Inc.","MOBILE, AL",Domestic Non-Profit Corporation,Exists
552 - 269,"A Time & A Season Outreach Holiness Church, Inc.","MOBILE, AL",Domestic Non-Profit Corporation,Exists
559 - 684,"A Time And Season Outreach Ministries, Inc.","MOBILE, AL",Domestic Non-Profit Corporation,Exists
146 - 919,"A. Tomlinson Advertising, Inc., a closed corporation","FLORENCE, AL",Domestic Corporation,Previous Name
146 - 919,"A. Tomlinson-Sims Advertising, Inc.","FLORENCE, AL",Domestic Corporation,Dissolved
233 - 401,"A. Tooson, Inc.","TUSCALOOSA, AL",Domestic Corporation,Exists
217 - 727,"A. Watson, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
454 - 896,"A. Wayne Johnson, HANDYMAN, LLC","MOBILE, AL",Domestic Limited Liability Company,Dissolved
286 - 631,"A Wedding Library by Simpson's, LLC","DECATUR, AL",Domestic Limited Liability Company,Exists
207 - 389,"A+ Personal Care Services, Inc.","HOMEWOOD, AL",Domestic Corporation,Exists
127 - 717,"A & A Masonry & Construction Co., Inc., close corporation","MOBILE, AL",Domestic Corporation,Exists
690 - 917,"A & A Masonry, L.L.C.","CLANTON, AL",Domestic Limited Liability Company,Exists
401 - 359,A. and A. Watson Masonry LLP,"AUBURN, AL",Domestic Registered Limited Liability Partnership,Cancelled
453 - 081,"A & A Wilson, L.L.C.","SATSUMA, AL",Domestic Limited Liability Company,Exists
021 - 905,A and B Davidson Properties LLC,Not Provided,Domestic Limited Liability Company,Exists
589 - 835,"A&C Finlayson Jasper, LLC",Not Provided,Domestic Limited Liability Company,Exists
510 - 816,"A & C Finlayson, LLC",Not Provided,Domestic Limited Liability Company,Exists
587 - 963,"A&C Finlayson Pulaski, LLC",Not Provided,Domestic Limited Liability Company,Exists
N/A,"A&C Finlayson Shelbyville, LLC","Eufaula, AL",Domestic Limited Liability Company,Name Reservation
433 - 098,"A&C Jackson Group, LLC","HOOVER, AL",Domestic Limited Liability Company,Exists
026 - 565,"A&D Hudson Enterprises, LLC",Not Provided,Domestic Limited Liability Company,Exists
394 - 504,"A & E Johnson Tree Service, LLC",Not Provided,Domestic Limited Liability Company,Exists
538 - 452,"A&E Johnson Tree Service, L.L.C.",Not Provided,Domestic Limited Liability Company,Exists
385 - 324,"A&E Masonry, LLC",Not Provided,Domestic Limited Liability Company,Exists
472 - 155,"A & H Anderson, LLC",Not Provided,Domestic Limited Liability Company,Exists
697 - 959,"A & J Masonry, L.L.C.","HOOVER, AL",Domestic Limited Liability Company,Exists
127 - 907,"A. A. Mason Insurance Agency, Incorporated","HARTSELLE, AL",Domestic Corporation,Dissolved
023 - 566,AA MASONRY LLC,Not Provided,Domestic Limited Liability Company,Exists
520 - 646,"AAA EAGLE BAIL BONDS OF JACKSON COUNTY, LLC",Not Provided,Domestic Limited Liability Company,Exists
135 - 232,"AAA Masonry, Inc.","JASPER, AL",Domestic Corporation,Exists
700 - 154,"AAA Personnel Services, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
681 - 674,"AAJackson, LLC","TUSCALOOSA, AL",Domestic Limited Liability Company,Dissolved
694 - 909,"AAMadison, LLC","BIRMINGHAM, AL",Domestic Limited Liability Company,Dissolved
408 - 984,AAnderson Trucking LLC,Not Provided,Domestic Limited Liability Company,Exists
881 - 697,"Aaron B. Dupuy & Sons, Inc.","JACKSONVILLE, MS",Foreign Corporation,Revoked
716 - 478,"Aaron Bishop and Sons, Inc.","FAIRHOPE, AL",Domestic Corporation,Dissolved
349 - 341,"A. B. Anderson Group, LLC",Not Provided,Domestic Limited Liability Company,Exists
714 - 518,"A. B. Benson & Company, Incorporated","MOBILE, AL",Domestic Corporation,Dissolved
850 - 011,A. B. Culbertson and Company,"FORT WORTH, TX",Foreign Corporation,Withdrawn
766 - 369,"A. B. Legg & Sons Burial Insurance Co., Inc.","JASPER, AL",Domestic Corporation,Consolidated
769 - 644,"A. B. Legg & Sons Burial Insurance Co., Inc.","JASPER, AL",Domestic Corporation,Merged
764 - 737,"A. B. Legg & Sons Company, Inc.","JASPER, AL",Domestic Corporation,Exists
230 - 011,"ABAE Personnel Service, Inc.","HUNTSVILLE, AL",Domestic Corporation,Exists
N/A,"Abaldo Johnson Blevins, LLC","Phenix City, AL",Domestic Limited Liability Company,Name Reservation
394 - 686,"ABBA & SONS, INC.",Not Provided,Domestic Non-Profit Corporation,Exists
110 - 611,"Abba Masonry, Inc.","ROBERTSDALE, AL",Domestic Corporation,Exists
700 - 763,Abbott-Robertson Taxicab Co.,"BIRMINGHAM, AL",Domestic Corporation,Exists
545 - 049,"Abe & Sons Landscaping, LLC",Not Provided,Domestic Limited Liability Company,Exists
574 - 219,"ABEL AND ROBERTO HERRERA MASONRY, LLC",Not Provided,Domestic Limited Liability Company,Exists
127 - 878,"Abell, Jeansonne, Toler, Pierce, Inge & Garrard, Associates, P.C.","MOBILE, AL",Domestic Professional Corporation,Previous Name
127 - 878,"Abell, Jeansonne, Toler, Pierce, Inge, Associates, P.C.","MOBILE, AL",Domestic Professional Corporation,Dissolved
892 - 982,"Abner Pope & Sons, Inc.","OCILLA, GA",Foreign Corporation,Revoked
149 - 946,"Abraham & Sons, Inc.","MOBILE, AL",Domestic Corporation,Exists
700 - 716,"Abramson & Sons, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
660 - 579,"Abramson Equipment, LLC","BIRMINGHAM, AL",Domestic Limited Liability Company,Exists
652 - 205,Abramson Fishing Charters L.L.C.,"BIRMINGHAM, AL",Domestic Limited Liability Company,Exists
036 - 663,"ABRAMSON GRAY GROUP, LTD",Not Provided,Domestic Limited Partnership,Exists
290 - 041,"Abramson Gray Properties, LLC","BIRMINGHAM, AL",Domestic Limited Liability Company,Exists
650 - 432,Abramson LLC,"BIRMINGHAM, AL",Domestic Limited Liability Company,Exists
114 - 552,"Abramson Ventures, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
068 - 726,"ABRC - Stevenson Retirement Center, Inc.","MONTGOMERY, AL",Domestic Non-Profit Corporation,Dissolved
258 - 916,"ABS Jackson, Inc.","MIDFIELD, AL",Domestic Corporation,Exists
231 - 279,"Absolute Masonry, Inc.","MCCALLA, AL",Domestic Corporation,Dissolved
340 - 217,"AbsolutENT of Madison, P.C.","MADISON, AL",Domestic Professional Corporation,Exists
340 - 720,"ABSON, L.L.C.",Not Provided,Domestic Limited Liability Company,Exists
700 - 796,"Abundant Life Church of Samson, Alabama, Inc.","SAMSON, AL",Domestic Non-Profit Corporation,Exists
390 - 748,"A C Anderson II, LLC",Not Provided,Domestic Limited Liability Company,Exists
003 - 258,"A. C. Bulls & Sons, Inc.","TUSKEGEE INSTITUTE, AL",Domestic Corporation,Exists
096 - 353,"A. C. Johnson Trucking Co., Inc.","RED BAY, AL",Domestic Corporation,Exists
325 - 913,AC Masonry Inc,Not Provided,Domestic Corporation,Exists
719 - 861,A. C. & F. P. Brunson,"NEW BROCKTON, AL",Domestic Corporation,Dissolved
216 - 912,Academic and Personal Support Services Inc.,"ANNISTON, AL",Domestic Corporation,Dissolved
308 - 285,"Accents on the Season, LLC","HOLLY POND, AL",Domestic Limited Liability Company,Dissolved
700 - 798,"Access Personnel Services, Inc.","SOUTH BEND, IN",Foreign Corporation,Withdrawn
474 - 091,"AccessOne Appraisals, LLC","RUSSELLVILLE, AL",Domestic Limited Liability Company,Exists
924 - 447,"AccessOne MedCard, Inc.","CHARLOTTE, NC",Foreign Corporation,Exists
924 - 447,"AccessOne MedCard, Inc.","CHARLOTTE, NC",Foreign Corporation,Previous Name
386 - 513,"Accurate Personnel, LLC","SCHAUMBURG, IL",Foreign Limited Liability Company,Exists
910 - 007,"Accusonic Technologies, Inc.","FALMOUTH, MA",Foreign Corporation,Withdrawn
314 - 659,Ace Hardware of Stevenson LLC,"STEVENSON, AL",Domestic Limited Liability Company,Exists
119 - 244,"Ace Masonry, Inc., a close corporation","PINSON, AL",Domestic Corporation,Exists
528 - 015,Ace Power Rides of Madison LLC,Not Provided,Domestic Limited Liability Company,Exists
046 - 589,"Acheson Enterprises, Inc.",Not Provided,Domestic Corporation,Previous Name
683 - 920,"Acheson Management Services, LLC","BIRMINGHAM, AL",Domestic Limited Liability Company,Exists
678 - 012,"Acheson Properties, LLC","BIRMINGHAM, AL",Domestic Limited Liability Company,Exists
655 - 827,"ACL Thompson Construction, L.L.C.","GARDENDALE, AL",Domestic Limited Liability Company,Exists
700 - 872,"Acme Masonry Construction Co., Inc.","WHISTLER, AL",Domestic Corporation,Exists
890 - 435,"ACT Personnel Service, Inc.","LAVALE, MD",Foreign Corporation,Revoked
919 - 196,"Act 1 Personnel Services, Inc.","TORRANCE, CA",Foreign Corporation,Registered Name
491 - 241,Action Jackson Auto Sales LLC,"ATMORE, AL",Domestic Limited Liability Company,Previous Name
690 - 670,"Action Jackson Auto Transport, L.L.C.","DOTHAN, AL",Domestic Limited Liability Company,Exists
337 - 200,Action Jackson Inc.,"HOOVER, AL",Domestic Corporation,Exists
611 - 288,"Action Masonry Construction, LLC","CUMMING, GA",Foreign Limited Liability Company,Exists
892 - 178,"Action Temps/Personna, Inc.","TAMPA, FL",Foreign Corporation,Registered Name
891 - 460,Acuson Corporation,"DOVER, DE",Foreign Corporation,Withdrawn
727 - 626,A. D. Coalson Loan Co.,"BIRMINGHAM, AL",Domestic Corporation,Exists
309 - 577,"A.D. Morrison, Incorporated","CUMMING, GA",Foreign Corporation,Exists
794 - 983,"A.D. Smith & Sons, Inc.","BIRMINGHAM, AL",Domestic Corporation,Exists
574 - 056,"A.D. SUTTON & SONS, INC.","NEW YORK, NY",Foreign Corporation,Exists
406 - 424,"Adam Johnson Distributing, Inc.","HEADLAND, AL",Domestic Corporation,Exists
263 - 503,"Adam Robinson, Inc.","BIRMINGHAM, AL",Domestic Corporation,Dissolved
396 - 745,"Adam Vinson Distribution, LLC",Not Provided,Domestic Limited Liability Company,Exists
450 - 072,Adams and Reese/Lange Simpson LLP; and Adams and Reese LLP,"NEW ORLEANS, LA",Foreign Registered Limited Liability Partnership,Registered Name
472 - 619,Adams and Sons Enterprises L.L.C.,"MONTGOMERY, AL",Domestic Limited Liability Company,Exists
