"Entity#","Name","Type","Filing Date","Exp. Date","Status","Location","County","State","View Report"
"1374738","REARDON & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/12/2003","-","Active","--","-","-","SHOW DETAILS"
"983602","RECYCLED BY THE SON, INC.","CORPORATION FOR NON-PROFIT","06/16/1997","06/16/2002","Cancelled","LEBANON","WARREN","OHIO","SHOW DETAILS"
"1791202","REES & SON COMMERCIAL MOWING, INC.","CORPORATION FOR PROFIT","07/02/2008","-","Active","WEST JEFFERSON-","MADISON","-","SHOW DETAILS"
"1841665","REEVES AND SON PLUMBING","REGISTERED TRADE NAME","03/09/2009","03/09/2014","Cancelled","--","-","-","SHOW DETAILS"
"779726","REICHARD & SON CONSTRUCTION COMPANY, INC.","CORPORATION FOR PROFIT","08/24/1990","-","Cancelled","CONCORD TWP.,PAINESVILLE","LAKE","OHIO","SHOW DETAILS"
"4246899","REID AND SON HAULING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/26/2018","-","Active","--","-","-","SHOW DETAILS"
"1717023","REISING SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/31/2007","-","Active","--","-","-","SHOW DETAILS"
"875751","REISINGER & SON CONSTRUCTION INC.","CORPORATION FOR PROFIT","07/11/1994","-","Cancelled","JOHNSTOWN","LICKING","OHIO","SHOW DETAILS"
"4250937","REMODELED BY FATHER & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/05/2018","-","Active","--","-","-","SHOW DETAILS"
"514525","RENARD & SON, INC.","CORPORATION FOR PROFIT","04/14/1978","-","Cancelled","BAINBRIDGE TWP.","GEAUGA","OHIO","SHOW DETAILS"
"1671274","RENO & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/08/2007","-","Active","--","-","-","SHOW DETAILS"
"4002498","RENT A SON","FICTITIOUS NAMES","03/14/2017","03/14/2022","Active","--","-","-","SHOW DETAILS"
"2400129","RENT A SON HOME AND YARD SERVICES","REGISTERED TRADE NAME","06/03/2015","06/03/2020","Active","--","-","-","SHOW DETAILS"
"2437297","RENT A SON HOME, YARD & TRANSPORTATION SERVICES, LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/15/2015","-","Active","--","-","-","SHOW DETAILS"
"2083206","RENT A. SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/17/2012","-","Active","--","-","-","SHOW DETAILS"
"1140322","RHH & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/15/2000","-","Active","--","-","-","SHOW DETAILS"
"723568","RICHARD & SON REAL ESTATE INVESTMENT, INC.","CORPORATION FOR PROFIT","04/27/1988","-","Cancelled","LIMA","ALLEN","OHIO","SHOW DETAILS"
"3948580","RICHARD AND SON CREATIVE ENDEAVORS LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/07/2016","-","Active","--","-","-","SHOW DETAILS"
"4260897","RICHARD AND SON TRUCKING LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/01/2019","-","Active","--","-","-","SHOW DETAILS"
"734926","RICHARD E. GETZ AND SON, INC.","CORPORATION FOR PROFIT","10/20/1988","-","Dead","MANSFIELD","RICHLAND","OHIO","SHOW DETAILS"
"496589","RICHARD H. MILLER & SON, INC.","CORPORATION FOR PROFIT","04/15/1977","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"549275","RICHARD HAREN & SON LUMBER CO., INC.","CORPORATION FOR PROFIT","01/31/1980","-","Dead","WOODSFIELD","MONROE","OHIO","SHOW DETAILS"
"406609","RICHARD L. MARTIN & SON, INC.","CORPORATION FOR PROFIT","01/27/1971","-","Active","UNION TWP","CLERMONT","OHIO","SHOW DETAILS"
"938679","RICHARD MILLER & SON CONSTRUCTION, INC.","CORPORATION FOR PROFIT","04/18/1996","-","Active","RIVERSIDE","MONTGOMERY","OHIO","SHOW DETAILS"
"936566","RICHARD SCHALLER & SON FARMS, INC.","CORPORATION FOR PROFIT","03/15/1996","-","Active","MONCLOVA","LUCAS","OHIO","SHOW DETAILS"
"261000","RICHARDS & SON, INC.","CORPORATION FOR PROFIT","01/30/1957","-","Dead","POMEROY","MEIGS","OHIO","SHOW DETAILS"
"1345849","RICHARDSON & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/15/2002","-","Dead","--","-","-","SHOW DETAILS"
"2098612","RICHARDSON AND SON FIREARMS LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/01/2012","-","Active","--","-","-","SHOW DETAILS"
"4255848","RICHARDSON AND SON TRUCKING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/15/2018","-","Active","--","-","-","SHOW DETAILS"
"1702129","RICHMOND & SON STUCCO PAINTING & REPAIR","REGISTERED TRADE NAME","05/22/2007","05/22/2012","Cancelled","--","-","-","SHOW DETAILS"
"435679","RICHMOND & SON, INC.","CORPORATION FOR PROFIT","02/16/1973","-","Cancelled","HICKSVILLE","DEFIANCE","OHIO","SHOW DETAILS"
"973770","RICK SWAIN & SON TRUCKING, INC.","CORPORATION FOR PROFIT","03/24/1997","-","Dead","GIBSONBURG","SANDUSKY","OHIO","SHOW DETAILS"
"1527067","RIEHL & SON ENTERPRISES, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","03/09/2005","-","Active","--","-","-","SHOW DETAILS"
"RN94626","RIFFLE & SON RENTAL PROPERTIES","REGISTERED TRADE NAME","08/26/1986","08/26/2001","Cancelled","--","-","-","SHOW DETAILS"
"308829","RINEAR AND SON FUNERAL HOME, INC.","CORPORATION FOR PROFIT","03/13/1962","-","Cancelled","LYNDHURST","Conversion","OHIO","SHOW DETAILS"
"RN142202","RINI & SON ENTERPRISES","REGISTERED TRADE NAME","02/19/1991","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"691399","RININGER & SON ASPHALT & EXCAVATING, INC.","CORPORATION FOR PROFIT","12/16/1986","-","Dead","COPLEY TWP.","SUMMIT","OHIO","SHOW DETAILS"
"2032654","RISEN SON OUTREACH MINISTRIES INC.","CORPORATION FOR NON-PROFIT","07/05/2011","09/10/2018","Cancelled","REYNOLDSBURG-","FRANKLIN","-","SHOW DETAILS"
"1193403","RISING -SON PRODUCTIONS, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","11/21/2000","11/20/2100","Active","--","-","-","SHOW DETAILS"
"271703","RISING SON CHURCH","CHURCH","06/02/1958","05/30/2023","Active","KINGSTON","PICKAWAY","OHIO","SHOW DETAILS"
"4034560","RISING SON COMPANY LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/31/2017","-","Dead","--","-","-","SHOW DETAILS"
"4315955","RISING SON COMPANY, INC","CORPORATION FOR PROFIT","04/02/2019","-","Active","MANSFIELD-","RICHLAND","-","SHOW DETAILS"
"1349771","RISING SON CONCRETE, INC.","CORPORATION FOR PROFIT","11/04/2002","-","Active","VALLEY CITY-","MEDINA","-","SHOW DETAILS"
"565904","RISING SON CONSTRUCTION SERVICES, INC.","CORPORATION FOR PROFIT","12/15/1980","-","Cancelled","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"RN112346","RISING SON ENTERPRISES","REGISTERED TRADE NAME","07/08/1988","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"4322248","RISING SON EXCAVATING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/15/2019","-","Active","--","-","-","SHOW DETAILS"
"4322249","RISING SON FARM, LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/15/2019","-","Active","--","-","-","SHOW DETAILS"
"990481","RISING SON GROUP, INC.","CORPORATION FOR PROFIT","09/02/1997","-","Dead","WOOSTER","WAYNE","OHIO","SHOW DETAILS"
"2103895","RISING SON HOUSES, LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/30/2012","-","Active","--","-","-","SHOW DETAILS"
"1485501","RISING SON INVESTMENTS LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/01/2004","-","Active","--","-","-","SHOW DETAILS"
"RN206061","RISING SON KUNG FU MINISTRY TEAM","REGISTERED TRADE NAME","08/23/1995","08/23/2000","Cancelled","--","-","-","SHOW DETAILS"
"RN208282","RISING SON MARTIAL ARTS ACADEMY","REGISTERED TRADE NAME","10/30/1995","10/30/2000","Cancelled","--","-","-","SHOW DETAILS"
"590308","RISING SON MISSIONARY BAPTIST CHURCH","CHURCH","02/24/1982","-","Cancelled","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"555706","RISING SON POTTERY, INC.","CORPORATION FOR PROFIT","06/03/1980","-","Cancelled","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"968467","RISING SON PROPERTIES LTD.","DOMESTIC LIMITED LIABILITY COMPANY","02/18/1997","-","Active","-","-","OHIO","SHOW DETAILS"
"2211410","RISING SON TRANSPORTATION","REGISTERED TRADE NAME","07/01/2013","07/01/2018","Cancelled","--","-","-","SHOW DETAILS"
"2208256","RISING SON TRANSPORTATION, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","06/17/2013","-","Active","--","-","-","SHOW DETAILS"
"2378894","RISING SON TRUCKING LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/01/2015","-","Active","--","-","-","SHOW DETAILS"
"4178310","RIT & SON CONSTRUCTION LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/09/2018","-","Active","--","-","-","SHOW DETAILS"
"1004931","RITZ & SON BUILDERS, INC.","CORPORATION FOR PROFIT","04/27/1998","-","Active","BRACEVILL TWP.,LEAVITTSBURG-","TRUMBULL","-","SHOW DETAILS"
"346054","RIVELLINO & SON CONSTRUCTION, INC.","CORPORATION FOR PROFIT","12/11/1965","-","Cancelled","BROOKLYN","Conversion","OHIO","SHOW DETAILS"
"4179228","RIZER & SON LANDSCAPING & SNOWPLOWING","REGISTERED TRADE NAME","05/04/2018","05/04/2023","Active","--","-","-","SHOW DETAILS"
"3897371","RK SMITH & SON CARPENTRY, LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/28/2016","-","Active","--","-","-","SHOW DETAILS"
"4127174","ROBERT & SON RENTALS, LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/22/2018","-","Active","--","-","-","SHOW DETAILS"
"501777","ROBERT ALLEN & SON BUILDERS CO.","CORPORATION FOR PROFIT","07/26/1977","-","Cancelled","SUNBURY","DELAWARE","OHIO","SHOW DETAILS"
"535395","ROBERT G. MARKS & SON, INC.","CORPORATION FOR PROFIT","05/14/1979","-","Dead","CAMBRIDGE","GUERNSEY","OHIO","SHOW DETAILS"
"354315","ROBERT K. DONALDSON & SON, INC.","CORPORATION FOR PROFIT","09/15/1966","-","Dead","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"1604891","ROBERT L. MCINTOSH & SON DRYWALL, LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/28/2006","-","Active","--","-","-","SHOW DETAILS"
"662334","ROBERT METZGER AND SON, INC.","CORPORATION FOR PROFIT","09/13/1985","12/29/1997","Cancelled","MACEDONIA","SUMMIT","OHIO","SHOW DETAILS"
"1984080","ROBERTS AND SON HAULING, INC","CORPORATION FOR PROFIT","12/20/2010","-","Active","VANDALIA-","MONTGOMERY","-","SHOW DETAILS"
"210403","ROBERTSON AND SON SPORTING GOODS, INC.","CORPORATION FOR PROFIT","10/29/1948","-","Active","MIDDLETOWN-","-","OHIO","SHOW DETAILS"
"1772069","ROBINSON & SON INSURANCE AGENCY LLC (ROBINSON & SON LLC)","FOREIGN LIMITED LIABILITY COMPANY","04/07/2008","-","Active","-","-","NEW YORK","SHOW DETAILS"
"1255396","ROBINSON & SON LANDSCAPING","REGISTERED TRADE NAME","09/26/2001","09/26/2006","Cancelled","--","-","-","SHOW DETAILS"
"1874135","ROBINSON & SON LANDSCAPING","REGISTERED TRADE NAME","08/03/2009","08/03/2019","Cancelled","--","-","-","SHOW DETAILS"
"4398947","ROBINSON & SON LANDSCAPING","REGISTERED TRADE NAME","10/31/2019","10/31/2024","Active","--","-","-","SHOW DETAILS"
"4311341","ROBINSON & SON SERVICES LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/26/2019","-","Active","--","-","-","SHOW DETAILS"
"3933620","ROBISON & SON HOME REMODELING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/18/2016","-","Active","--","-","-","SHOW DETAILS"
"2432542","ROBISON AND SON CONSTRUCTION INC.","CORPORATION FOR PROFIT","09/28/2015","-","Active","BROADVIEW HEIGHTS-","CUYAHOGA","-","SHOW DETAILS"
"1074612","ROBSON & SON ENT., INC.","CORPORATION FOR PROFIT","04/12/1999","-","Cancelled","LANCASTER-","FAIRFIELD","-","SHOW DETAILS"
"4064356","RODRIGUEZ AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/23/2017","-","Active","--","-","-","SHOW DETAILS"
"559911","ROGER J. AU & SON INTERNATIONAL, INC.","CORPORATION FOR PROFIT","08/26/1980","-","Cancelled","MANSFIELD","RICHLAND","OHIO","SHOW DETAILS"
"288310","ROGER J. AU AND SON, INC.","CORPORATION FOR PROFIT","02/23/1960","-","Active","MANSFIELD","RICHLAND","OHIO","SHOW DETAILS"
"654015","ROGER STORER  & SON, INC.","CORPORATION FOR PROFIT","04/29/1985","-","Active","SPRINGFIELD","CLARK","OHIO","SHOW DETAILS"
"1542597","ROGER'S AND SON TRUCKING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/13/2005","-","Active","--","-","-","SHOW DETAILS"
"467429","ROGERS AND SON CONSTRUCTION COMPANY, INC.","CORPORATION FOR PROFIT","06/02/1975","-","Cancelled","HAMDEN","VINTON","OHIO","SHOW DETAILS"
"2360460","ROGERS AND SON EXCAVATING LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/21/2015","-","Active","--","-","-","SHOW DETAILS"
"2252670","ROHALEY & SON AUTOMOTIVE INC","CORPORATION FOR PROFIT","12/10/2013","-","Active","MENTOR-","LAKE","-","SHOW DETAILS"
"1916744","ROLAND & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/19/2010","-","Active","--","-","-","SHOW DETAILS"
"4057196","ROLFE & SON PAINTING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/01/2017","-","Active","--","-","-","SHOW DETAILS"
"1718072","ROMAN SON VENTURES INC","CORPORATION FOR PROFIT","08/06/2007","-","Active","CINCINNATI-","HAMILTON","-","SHOW DETAILS"
"528615","ROMEO C. RODRIGUEZ & SON, INC.","CORPORATION FOR PROFIT","01/08/1979","-","Cancelled","GARFIELD HTS.","CUYAHOGA","OHIO","SHOW DETAILS"
"4067064","RON & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/29/2017","-","Active","--","-","-","SHOW DETAILS"
"1794249","RON BROWNING AND SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/17/2008","07/17/2108","Active","--","-","-","SHOW DETAILS"
"1039645","RON MILLER & SON BUILDERS, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","10/02/1998","-","Active","--","-","-","SHOW DETAILS"
"1646273","RON REGER AND SON ENTERPRISE LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/05/2006","-","Active","--","-","-","SHOW DETAILS"
"FN56685","RONALD H. MILLER & SON BUILDERS","FICTITIOUS NAMES","01/06/1992","01/06/2002","Cancelled","--","-","-","SHOW DETAILS"
"RN242723","RONAN & SON PAINTING","REGISTERED TRADE NAME","11/19/1997","11/19/2002","Cancelled","--","-","-","SHOW DETAILS"
"2128189","ROSE & SON TRUST","BUSINESS TRUSTS","08/09/2012","-","Active","UNIONTOWN-","STARK","-","SHOW DETAILS"
"1787712","ROSE AND SON TOWING","FICTITIOUS NAMES","06/17/2008","06/17/2018","Cancelled","--","-","-","SHOW DETAILS"
"701800","ROSE AND SON TOWING, INC.","CORPORATION FOR PROFIT","05/21/1987","-","Dead","SIDNEY","SHELBY","OHIO","SHOW DETAILS"
"1895844","ROUMAYA & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/16/2009","-","Active","--","-","-","SHOW DETAILS"
"254092","ROWE AND SON, INC.","CORPORATION FOR PROFIT","03/26/1956","-","Active","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"2109603","ROWER & SON FARM MARKET, LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/22/2012","-","Active","--","-","-","SHOW DETAILS"
"378918","ROY FARVER & SON, INC.","CORPORATION FOR PROFIT","01/02/1969","-","Dead","ORRVILLE","WAYNE","OHIO","SHOW DETAILS"
"348694","ROY HAGEMAN & SON, INC.","CORPORATION FOR PROFIT","03/03/1966","-","Dead","DAYTON","MONTGOMERY","OHIO","SHOW DETAILS"
"312443","ROY SLAYTON & SON BUILDERS, INC.","CORPORATION FOR PROFIT","07/19/1962","-","Cancelled","MENTOR","Conversion","OHIO","SHOW DETAILS"
"4396565","RR BLACK AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/25/2019","-","Active","--","-","-","SHOW DETAILS"
"4035885","RTK & SON HOME REPAIR SERVICES","REGISTERED TRADE NAME","06/05/2017","06/05/2022","Active","--","-","-","SHOW DETAILS"
"634607","RUFFO AND SON, INC.","CORPORATION FOR PROFIT","05/11/1984","-","Cancelled","BEDFORD","CUYAHOGA","OHIO","SHOW DETAILS"
"884726","RUSLIN & SON, INC.","CORPORATION FOR NON-PROFIT","10/26/1994","10/26/1999","Cancelled","CANTON","STARK","OHIO","SHOW DETAILS"
"1846161","RUSS AND SON","REGISTERED TRADE NAME","03/26/2009","03/26/2014","Cancelled","--","-","-","SHOW DETAILS"
"568870","RUSSELL GANTZ & SON, INC.","CORPORATION FOR PROFIT","02/05/1981","-","Dead","WOOSTER","WAYNE","OHIO","SHOW DETAILS"
"490742","RUSSELL L. REED & SON, INC.","CORPORATION FOR PROFIT","12/15/1976","-","Cancelled","ANDERSON TWP.","HAMILTON","OHIO","SHOW DETAILS"
"627229","RUSSO & SON, INC.","CORPORATION FOR PROFIT","01/18/1984","-","Dead","PORT CLINTON","FRANKLIN","OHIO","SHOW DETAILS"
"687543","RUTH & SON SAUCES INCORPORATED","CORPORATION FOR PROFIT","10/17/1986","-","Cancelled","DUBLIN","FRANKLIN","OHIO","SHOW DETAILS"
"2303671","RUTH EBERT & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/16/2014","-","Active","--","-","-","SHOW DETAILS"
"4059339","RV CONSTRUCTION AND SON","REGISTERED TRADE NAME","08/08/2017","08/08/2022","Active","--","-","-","SHOW DETAILS"
"4066145","RV CONSTRUCTION AND SON  LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/28/2017","-","Active","--","-","-","SHOW DETAILS"
"4258334","RW LOUDERBACK AND SON PLUMBING COMPANY","REGISTERED TRADE NAME","11/23/2018","11/23/2023","Active","--","-","-","SHOW DETAILS"
"2365666","RYBICKI AND SON FUNERAL HOMES","REGISTERED TRADE NAME","02/09/2015","02/09/2020","Active","--","-","-","SHOW DETAILS"
"583880","S COHN & SON OF OHIO INC","FOREIGN CORPORATION","10/26/1981","-","Dead","null","Conversion","INDIANA","SHOW DETAILS"
"151351","S. C. JOHNSON & SON INC.","FOREIGN CORPORATION","06/06/1932","-","Active","-","-","WISCONSIN","SHOW DETAILS"
"902156","S. COHN & SON, INC.","FOREIGN CORPORATION","04/19/1995","-","Active","-","-","INDIANA","SHOW DETAILS"
"1849887","S. DAVIS & SON MOTORS, LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/10/2009","-","Dead","--","-","-","SHOW DETAILS"
"744996","S. GRUMBACHER & SON","FOREIGN CORPORATION","03/08/1989","-","Cancelled","null","Conversion","PENNSYLVANIA","SHOW DETAILS"
"448710","S. H. & SON, INC.","CORPORATION FOR PROFIT","01/18/1974","-","Cancelled","MASSILLON","STARK","OHIO","SHOW DETAILS"
"1517245","S. JAMES & SON ELECTRIC, L.L.C.","DOMESTIC LIMITED LIABILITY COMPANY","02/08/2005","02/08/2035","Active","--","-","-","SHOW DETAILS"
"194822","S. M. CAHILL & SON, INC.","CORPORATION FOR PROFIT","05/10/1946","-","Dead","MAYFIELD HTS","CUYAHOGA","OHIO","SHOW DETAILS"
"471535","S. MINDLIN & SON, INC.","CORPORATION FOR PROFIT","09/19/1975","-","Active","FRANKLIN","WARREN","OHIO","SHOW DETAILS"
"429940","S.J. ROETZEL & SON PRODUCE, INC.","CORPORATION FOR PROFIT","09/25/1972","-","Active","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"1223423","S.O.N. CORPORATION OF SOUTHWEST OHIO","CORPORATION FOR NON-PROFIT","04/11/2001","04/04/2011","Cancelled","CINCINNATI-","HAMILTON","-","SHOW DETAILS"
"1456758","S.R. & SON INC.","CORPORATION FOR PROFIT","04/15/2004","-","Cancelled","AKRON-","SUMMIT","-","SHOW DETAILS"
"4186541","SABBATO & SON CORPORATION","CORPORATION FOR PROFIT","05/25/2018","-","Active","NORWALK-","HURON","-","SHOW DETAILS"
"460539","SABINO & SON CEMENT CONTRACTING CO.","CORPORATION FOR PROFIT","12/02/1974","-","Active","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"1318813","SABO AND SON LANDSCAPING","REGISTERED TRADE NAME","05/16/2002","05/16/2007","Cancelled","--","-","-","SHOW DETAILS"
"1382497","SAIBENE AND SON CEMENT CONTRACTORS, INC.","CORPORATION FOR PROFIT","04/17/2003","-","Cancelled","CANTON-","STARK","-","SHOW DETAILS"
"1144923","SAJOVIC & SON CEMENT, INC.","CORPORATION FOR PROFIT","04/03/2000","-","Active","MENTOR-","LAKE","-","SHOW DETAILS"
"612248","SALIM AND SON, INC.","CORPORATION FOR PROFIT","04/20/1983","-","Cancelled","YOUNGSTOWN","MAHONING","OHIO","SHOW DETAILS"
"3994278","SALYERS AND SON LOGISTICS","REGISTERED TRADE NAME","02/22/2017","02/22/2022","Active","--","-","-","SHOW DETAILS"
"534488","SAM - SON INC.","CORPORATION FOR PROFIT","04/25/1979","-","Cancelled","GARFIELD HTS.","CUYAHOGA","OHIO","SHOW DETAILS"
"1984932","SAM GILDERSLEEVE & SON PLUMBING, INC.","CORPORATION FOR PROFIT","12/20/2010","-","Active","JEFFERSON-","ASHTABULA","-","SHOW DETAILS"
"356667","SAM RENDINA & SON, INC.","CORPORATION FOR PROFIT","12/23/1966","-","Cancelled","S EUCLID","Conversion","OHIO","SHOW DETAILS"
"795124","SAM SMITH & SON, INC.","CORPORATION FOR PROFIT","04/26/1991","-","Active","LEBANON","WARREN","OHIO","SHOW DETAILS"
"1135464","SAM SON, INC.","CORPORATION FOR PROFIT","12/21/1999","-","Cancelled","E CLEVELAND-","CUYAHOGA","-","SHOW DETAILS"
"2053184","SAMSON & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/12/2011","-","Active","--","-","-","SHOW DETAILS"
"2388755","SAMUEL STEEL TRADING, A DIVISION OF SAMUEL, SON & CO. INC.","FICTITIOUS NAMES","04/28/2015","04/28/2020","Active","--","-","-","SHOW DETAILS"
"4091110","SAMUEL, SON & CO. (USA) INC.","FOREIGN CORPORATION","11/01/2017","-","Active","-","-","DELAWARE","SHOW DETAILS"
"1485040","SAMUEL, SON & CO., INC.","FOREIGN CORPORATION","08/30/2004","-","Dead","-","-","NEW JERSEY","SHOW DETAILS"
"2018976","SANDRA & SON TRUCKING LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/06/2011","-","Active","--","-","-","SHOW DETAILS"
"1067525","SANFORD & SON ENTERPRISES, INC.","CORPORATION FOR PROFIT","03/17/1999","-","Active","CANTON-","STARK","-","SHOW DETAILS"
"1366795","SANFORD & SON? PROMOTIONS","REGISTERED TRADE NAME","02/03/2003","02/03/2008","Cancelled","--","-","-","SHOW DETAILS"
"897790","SANFORD & SON? SERVICES, INC.","CORPORATION FOR PROFIT","03/09/1995","-","Active","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"1330211","SANFORD AND SON ? OVERHEAD DOORS","REGISTERED TRADE NAME","07/16/2002","07/16/2012","Cancelled","--","-","-","SHOW DETAILS"
"2395216","SANFORD AND SON?  OVERHEAD DOORS","REGISTERED TRADE NAME","05/15/2015","05/15/2020","Active","--","-","-","SHOW DETAILS"
"2009526","SANSON & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/30/2011","-","Active","--","-","-","SHOW DETAILS"
"319015","SANTUCCI & SON LANDSCAPING CO.","CORPORATION FOR PROFIT","04/02/1963","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"2412542","SAVAGE SON INC.","CORPORATION FOR PROFIT","07/20/2015","-","Active","COLUMBIANA-","COLUMBIANA","-","SHOW DETAILS"
"1925970","SAWICKI & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/29/2010","-","Active","--","-","-","SHOW DETAILS"
"871328","SCHERER & SON, INC.","CORPORATION FOR PROFIT","04/28/1994","-","Cancelled","UNION TWP.","CLERMONT","OHIO","SHOW DETAILS"
"2388998","SCHLAEPPI AND SON ELECTRIC, LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/29/2015","-","Active","--","-","-","SHOW DETAILS"
"868074","SCHMIDT & SON CONSTRUCTION, INC.","CORPORATION FOR PROFIT","03/28/1994","-","Dead","PEEBLES","ADAMS","OHIO","SHOW DETAILS"
"520533","SCHNEIDER & SON EXCAVATING CORPORATION","CORPORATION FOR PROFIT","08/02/1978","-","Dead","MENTOR","LAKE","OHIO","SHOW DETAILS"
"RN227719","SCHNEIDER AND SON INTERIORS","REGISTERED TRADE NAME","01/14/1997","01/14/2012","Cancelled","--","-","-","SHOW DETAILS"
"1818763","SCHOEFF & SON, LLC.","DOMESTIC LIMITED LIABILITY COMPANY","11/17/2008","-","Active","--","-","-","SHOW DETAILS"
"618590","SCHOTT AND SON G. O. CORPORATION","CORPORATION FOR PROFIT","08/10/1983","-","Cancelled","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"1221148","SCHRADER AND SON SAND AND GRAVEL, INC.","CORPORATION FOR PROFIT","04/06/2001","-","Active","VILLAGE OF BEAVERCREEK-","PIKE","-","SHOW DETAILS"
"CP1652","SCHRADER AND SON, INC.","CORPORATION FOR PROFIT","12/22/1997","-","Active","BEAVER VLG.","PIKE","OHIO","SHOW DETAILS"
"1723481","SCHUDER AND SON LAWN CARE","REGISTERED TRADE NAME","08/29/2007","08/29/2012","Cancelled","--","-","-","SHOW DETAILS"
"326271","SCHULTZ & SON HOME IMPROVEMENT, INC.","CORPORATION FOR PROFIT","01/04/1964","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"2016103","SCHWARTZ AND SON LANDSCAPING LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/25/2011","-","Dead","--","-","-","SHOW DETAILS"
"1509013","SCHWEBACH AND SON PAINTING, INC.","FOREIGN CORPORATION","12/16/2004","-","Active","-","-","INDIANA","SHOW DETAILS"
"4317351","SCHWERTMAN & SON CONSTRUCTION, LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/05/2019","-","Active","--","-","-","SHOW DETAILS"
"297953","SCOLARO & SON LANDSCAPING, INC.","CORPORATION FOR PROFIT","02/16/1961","-","Cancelled","PARMA","CUYAHOGA","OHIO","SHOW DETAILS"
"1021521","SCOTT & SON CONCRETE, INC.","CORPORATION FOR PROFIT","08/06/1998","-","Active","COLUMBUS-","FRANKLIN","-","SHOW DETAILS"
"1039911","SCOTT & SON HAULING, INC.","CORPORATION FOR PROFIT","10/30/1998","-","Active","COLUMBUS-","FRANKLIN","-","SHOW DETAILS"
"RN34580","SCOTT & SON ROOFING & PAINTING","REGISTERED TRADE NAME","09/11/1972","-","Dead","-","Conversion","-","SHOW DETAILS"
