Entity Type,Entity #,Entity Name,Name Type,Status
Business Name Registration,29379,RAVEN'S SONG,Legal Name,Expired Name
Limited Liability Company,10020013,"Raven's Song Rehabilitation, LLC",Legal Name,Good Standing
Limited Liability Company,10014904,RavenSong LLC,Legal Name,Good Standing
Limited Liability Company,10014904,Ravensong Ventures LLC,Previous Legal Name,Good Standing
Business Corporation,48532F,"RAWSON, BLUM & COMPANY",Legal Name,Revoked
Limited Liability Company,10036179,"RAWSON, LLC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10019714,"Ray and Sons Services, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10002605,Rayson LLC,Legal Name,Good Standing
Limited Liability Company,10002605,Rayson LLC,Assumed Name,Good Standing
Business Corporation,93120,"Raysong, Inc.",Legal Name,Voluntarily Dissolved
Limited Liability Company,10050319,"Rebecca Johnson, LLC",Legal Name,Good Standing
Limited Liability Company,10035347,Rebecca Songer LLC,Legal Name,Involuntarily Dissolved
Business Corporation,63243D,"RED DOG MASONRY, INC.",Legal Name,Good Standing
Limited Liability Company,10082780,"Reinert Larson, LLC",Legal Name,Good Standing
Limited Liability Company,10069856,Renee Robertson DMD LLC,Legal Name,Good Standing
Limited Liability Company,82127D,RENNIE & SON LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10035775,"Reson8 Studios, LLC",Legal Name,Non-Compliant
Nonprofit Corporation,78880D,RESONANCE,Legal Name,Involuntarily Dissolved
Limited Liability Company,10086442,"Resonance Asset Management, LLC",Legal Name,Good Standing
Limited Liability Company,10003578,Resonance LLC,Legal Name,Involuntarily Dissolved
Business Corporation,10032711,"Resonant Physician Advisory Services, Inc.",Previous Legal Name,Good Standing
Nonprofit Corporation,10011488,"RESONATE CHURCH, INC.",Legal Name,Non-Compliant
Limited Liability Company,10025381,"Resonate Health, LLC",Legal Name,Voluntarily Dissolved
Limited Liability Company,97233,Resonus Records LLC.,Previous Legal Name,Involuntarily Dissolved
Limited Liability Company,129209,"Response Resources Munson Leasing, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,54635D,"REYNOLDS-CREWDSON, INC.",Legal Name,Involuntarily Dissolved
Professional Corporation,66781D,"RICHARD A. JAMESON & ASSOCIATES, A PROFESSIONAL CORPORATION",Legal Name,Involuntarily Dissolved
Professional Corporation,75599D,"RICHARD L HUTCHISON, M.D., P.C.",Legal Name,Voluntarily Dissolved
Business Corporation,70200D,"RICHARDS AND SONS, INCORPORATED",Legal Name,Good Standing
Limited Liability Company,10020869,Richards Masonry LLC,Legal Name,Good Standing
Professional Corporation,40621D,"RICHARDS, JOHNSON & GRANBERRY, P.C.",Previous Legal Name,Good Standing
Nonprofit Corporation,48482D,"RICHARDSON CLEARWATER PROPERTY OWNERS ASSOCIATION, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10000279,"Richardson Clearwater, LLC",Legal Name,Good Standing
Limited Liability Company,10005111,"Richardson Company, LLC",Legal Name,Good Standing
Business Corporation,72817D,"Richardson Designer Homes, Inc.",Legal Name,Involuntarily Dissolved
Name Reservation,10037033,"Richardson DMD, Inc.",Legal Name,Canceled Name
Professional Corporation,10038020,"RICHARDSON DMD, INC.",Legal Name,Good Standing
Limited Liability Company,10024929,"Richardson Exploration & Mining Company, LLC",Legal Name,Good Standing
Nonprofit Corporation,10091009,Richardson Highway Rendezvous Music and Arts Festival,Legal Name,Good Standing
Limited Liability Company,10099973,Richardson Oilfield Operations LLC,Legal Name,Good Standing
Business Corporation,93471,Richardson Production Company,Legal Name,Withdrawn
Limited Liability Company,115605,"Richardson Salsa Company, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,118557,Richardson Service & Repair LLC.,Legal Name,Involuntarily Dissolved
Limited Liability Company,63095D,"RICHARDSON SHIELD, LLC",Legal Name,Non-Compliant
Limited Liability Company,10006719,Richardson Van Leeuwen Construction LLC,Legal Name,Good Standing
Limited Partnership,71288PD,RICHARDSON VISTA LIMITED PARTNERSHIP,Legal Name,Good Standing
Business Corporation,59109D,"RICHARDSON VISTA MANAGEMENT, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,58738D,"RICHARDSON VISTA, L.L.C.",Legal Name,Involuntarily Dissolved
Business Corporation,73479D,"RICK EMERSON, INC.",Legal Name,Involuntarily Dissolved
Professional Corporation,32707D,"RILEY WILSON, D.V.M., P.C. CORPORATION",Legal Name,Good Standing
Limited Liability Company,10037477,"Ripley Windsong Holdings, LLC",Legal Name,Good Standing
Limited Liability Company,10008944,"RISING SON ELECTRIC SERVICES, LLC",Legal Name,Good Standing
Business Corporation,70011D,"RISING SON ELECTRIC, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,95074,"Rising Son, LLC",Legal Name,Involuntarily Dissolved
Business Name Registration,10056124,RIVERSONG LODGE,Legal Name,Active Name
Limited Liability Company,10060296,Riversong Lodge Alaska LLC,Legal Name,Involuntarily Dissolved
Business Corporation,85680D,"RIVERSONG LODGE, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,10017112,"Riversong, Inc.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10092468,"Riverssong, LLC",Legal Name,Good Standing
Limited Partnership,10005827,RL Thompson Limited Partnership,Legal Name,Voluntarily Dissolved
Limited Liability Company,69162D,"ROBERSON PROPERTIES, L.L.C.",Legal Name,Voluntarily Dissolved
Professional Corporation,45216D,"ROBERT G. THOMPSON, M.D., A PROFESSIONAL CORPORATION",Legal Name,Good Standing
Limited Liability Company,56480D,"ROBERTSON & EDGREN, LLC.",Legal Name,Involuntarily Dissolved
Business Corporation,10014370,"ROBERTSON & OLSON CONSTRUCTION, INC.",Legal Name,Good Standing
Professional Corporation,85275D,"ROBERTSON CHILDREN'S PSYCHOPHARMACOLOGY, P.C.",Legal Name,Non-Compliant
Business Corporation,127305,"Robertson Construction Services, Inc",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,48299D,"ROBERTSON ENTERPRISES, INC.",Legal Name,Good Standing
Business Corporation,10033017,Robertson Investments Inc,Legal Name,Involuntarily Dissolved
Professional Corporation,10019633,"Robertson Law Office, Inc.",Legal Name,Good Standing
Business Corporation,10007363,"Robertson Taylor International Insurance Brokers, Inc.",Legal Name,Withdrawn
Limited Liability Company,10088673,Robertson Technical Services LLC,Legal Name,Good Standing
Professional Corporation,15195D,"Robertson, Monagle & Eastaugh P.C.",Legal Name,Good Standing
Professional Corporation,15195D,"ROBERTSON, MONAGLE & EASTAUGH, A PROFESSIONAL CORPORATION",Previous Legal Name,Good Standing
Business Corporation,39256F,ROBERTSON-CECO CORPORATION,Legal Name,Withdrawn
Business Corporation,118000,Robertson-Ceco II Corporation,Legal Name,Withdrawn
Professional Corporation,73162D,ROBINSON & ASSOCIATES PC,Previous Legal Name,Good Standing
Professional Corporation,58797D,"ROBINSON & ENERSON, P.C.",Legal Name,Voluntarily Dissolved
Business Corporation,44778D,"ROBINSON & RODGERS, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,42472D,"ROBINSON & SINZ, CPA'S INCORPORATED",Legal Name,Involuntarily Dissolved
Professional Corporation,73162D,"ROBINSON & WARD, P.C.",Legal Name,Good Standing
Business Corporation,10031388,"Robinson and Noble, Inc.",Legal Name,Good Standing
Limited Liability Company,10073946,"Robinson Asset Management, LLC",Legal Name,Good Standing
Business Corporation,10007851,"Robinson Aviation (RVA), Inc.",Legal Name,Revoked
Business Corporation,10091334,"Robinson Aviation(RVA), Inc.",Legal Name,Good Standing
Business Corporation,105529,"Robinson Brothers Construction, Inc.",Legal Name,Good Standing
Business Corporation,58292F,ROBINSON CONSTRUCTION CO.,Legal Name,Revoked
Limited Liability Company,74274F,"ROBINSON FUNDING GROUP, LLC",Legal Name,Revoked
Business Corporation,69199D,"ROBINSON GENERAL CONTRACTORS, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,135109,ROBINSON HOLDINGS GROUP LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10089386,Robinson HR Consulting LLC,Legal Name,Good Standing
Professional Corporation,66460D,"ROBINSON LAW OFFICE, P.C.",Legal Name,Involuntarily Dissolved
Business Corporation,64736D,"ROBINSON LEASING, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,26561D,"ROBINSON MILLWORK, INC.",Legal Name,Good Standing
Limited Liability Company,10056255,Robinson Service Enterprise LLC,Legal Name,Involuntarily Dissolved
Business Corporation,10014719,"Robinson Wheel Repair & Sales, Inc.",Legal Name,Good Standing
Limited Liability Company,10117892,Robinson's Property LLC,Legal Name,Good Standing
Business Corporation,67694D,"ROBINSON'S, INC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10039454,ROBINSON/SCHOLASTIC OBJECTIVES LLC,Legal Name,Good Standing
Limited Liability Company,10003183,"Robison Medical Resource Group, LLC",Legal Name,Good Standing
Business Corporation,48950F,"ROBISON-PREZIOSO, INC.",Previous Legal Name,Withdrawn
Business Corporation,14545D,ROBSON FAMILY COMPANY,Legal Name,Involuntarily Dissolved
Business Corporation,10011177,"ROBSON FORENSIC, INC.",Legal Name,Good Standing
Business Corporation,81424D,"ROGER THOMPSON COMPANY, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10061732,"Ronson Enterprises, LLC",Legal Name,Good Standing
Limited Liability Company,10113926,"RORRISON PARTNERSHIP, LLC",Legal Name,Good Standing
Business Corporation,69542F,"ROSEDALE WILSONS, INC.",Legal Name,Withdrawn
Business Corporation,77153F,"ROSEWOOD HUDSON & ASSOCIATES, INC.",Legal Name,Withdrawn
Limited Liability Company,10026771,"ROSSONJAM, LLC",Legal Name,Good Standing
Limited Liability Company,60672D,"ROTHERMEL & SONS, LLC",Legal Name,Involuntarily Dissolved
Professional Corporation,49464D,"ROY S. PIERSON, M.D., P.C.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10000194,"Royal Castle Masonry, LLC",Legal Name,Good Standing
Limited Liability Company,111507,"RT AND SONS, LLC",Legal Name,Revoked
Business Corporation,10000601,Ryan R. Robison & Company,Legal Name,Good Standing
Business Corporation,41729F,RYERSON RESOURCES INC.,Legal Name,Revoked
Business Corporation,10008974,Ryson Investment Corporation,Legal Name,Involuntarily Dissolved
Limited Liability Company,128856,"S&H Carson Family Holdings, LLC",Legal Name,Good Standing
Limited Liability Company,74557D,"S, S & T ROBERTSON (LLC)",Legal Name,Involuntarily Dissolved
Limited Liability Company,119537,"S-One, LLC",Legal Name,Good Standing
Business Corporation,10017983,"S.C. Anderson Group International, Inc.",Legal Name,Good Standing
Business Corporation,114859,"S.O. Johnson, Inc.",Legal Name,Involuntarily Dissolved
Limited Liability Company,67076D,S.S. & Sons Inc.,Previous Legal Name,Good Standing
Limited Liability Company,67076D,S.S. & Sons LLC.,Legal Name,Good Standing
Limited Liability Company,67076D,"S.S. & SONS, LLC",Previous Legal Name,Good Standing
Limited Liability Company,10008673,"Sadie and Sons Management, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,72727D,SAKHALIN PERSONNEL SERVICES LLC,Legal Name,Involuntarily Dissolved
Nonprofit Corporation,60253D,Sally Hudson Crafters' Guild,Legal Name,Good Standing
Limited Liability Company,10020834,"Sampson Consulting, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,62242D,"SAMPSON STEEL COMPANY, INC.",Legal Name,Good Standing
Limited Liability Company,10067539,"Samson Asset Management, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,35171D,"SAMSON ELECTRIC, INC.",Legal Name,Good Standing
Business Corporation,67731D,"SAMSON ENTERPRISES, INC.",Legal Name,Good Standing
Business Corporation,65397F,SAMSON HYDROCARBONS COMPANY,Legal Name,Withdrawn
Business Corporation,10032920,"Samson Investing, Inc.",Legal Name,Involuntarily Dissolved
Limited Liability Company,75655D,"SAMSON LEASING SERVICES, L.L.C.",Legal Name,Good Standing
Business Corporation,34184D,"SAMSON MARINE FREIGHTWAYS, INC.",Legal Name,Good Standing
Limited Liability Company,10001359,Samson Offshore Company,Previous Legal Name,Withdrawn
Limited Liability Company,10001359,"Samson Offshore, LLC",Legal Name,Withdrawn
Business Corporation,64815F,SAMSON RESOURCES COMPANY,Legal Name,Withdrawn
Business Corporation,116990,Samson Resources Company,Legal Name,Withdrawn
Business Corporation,4309D,"SAMSON TUG AND BARGE COMPANY, INC.",Legal Name,Good Standing
Business Corporation,123013,"San Diego Personnel & Employment Agency, Inc.",Legal Name,Withdrawn
Limited Liability Company,74860D,"SAN ROBERTO-JACKSON, LLC",Legal Name,Voluntarily Dissolved
Limited Liability Company,10097526,"Sanders Poulson Woolford, LLC",Legal Name,Good Standing
Limited Partnership,10016509,Sanderson Family Limited Partnership,Legal Name,Non-Compliant
Business Corporation,39758D,"SANDERSON'S AUTO BODY, LTD.",Legal Name,Involuntarily Dissolved
Limited Liability Company,95399,"Sandidge & Sons, L.L.C.",Legal Name,Involuntarily Dissolved
Business Corporation,21102D,"SANDSTROM & SONS, INC.",Legal Name,Good Standing
Limited Liability Company,10035534,"Sarah Richardson, LLC",Legal Name,Good Standing
Name Reservation,10097384,Säsong D.,Legal Name,Expired Name
Business Corporation,61988D,SAVAGE SIMPSON SERVICE COMPANY,Legal Name,Involuntarily Dissolved
Business Corporation,10081012,"Schwabe, Williamson & Wyatt, Inc.",Assumed Name,Good Standing
Business Corporation,10081012,"Schwabe, Williamson & Wyatt, P.C.",Legal Name,Good Standing
Limited Liability Company,10018825,SCOOBY & SONS LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10088287,"Scott & Son Taxi Services, LLC",Legal Name,Non-Compliant
Limited Liability Company,74241D,SEAN NEILSON PHOTOGRAPHY LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10065160,"Season 1 Skin, LLC",Legal Name,Good Standing
Limited Liability Company,10010061,"Seasonal Affective Disorder Treatment & Light Center, LLC",Legal Name,Voluntarily Dissolved
Cooperative Corporation,39100D,"SEASONAL SEAFOODS, A COOK INLET FISHING COOPERATIVE",Legal Name,Involuntarily Dissolved
Limited Liability Company,10118001,Seasons Lee LLC,Legal Name,Good Standing
Business Name Registration,10063627,SEASONS OF HOPE,Legal Name,Active Name
Limited Liability Company,10105298,"Seasons of Life Counseling, LLC",Legal Name,Good Standing
Business Name Registration,32470,SEASONS PEAK SPORTFISHING,Legal Name,Expired Name
Business Corporation,10116738,Second Sons Ltd,Legal Name,Good Standing
Limited Liability Company,10031364,Secundus Tucson LLC,Legal Name,Good Standing
Business Name Registration,134688,Self Direct Person Care,Legal Name,Canceled Name
Business Name Registration,134690,Selt Directed Personal Care,Legal Name,Canceled Name
Limited Liability Company,10070867,Senior Benefits One LLC,Legal Name,Good Standing
Business Corporation,53803D,"SEPEL & SON MARINE SURVEYING, INC.",Legal Name,Good Standing
Business Corporation,10000859,"Servis One, Inc.",Legal Name,Good Standing
Business Corporation,45749F,"SEVENSON ENVIRONMENTAL SERVICES, INC.",Legal Name,Merged
Business Corporation,64349F,"SEVENSON ENVIRONMENTAL SERVICES, INC.",Legal Name,Revoked
Business Corporation,10112487,"Sevenson Environmental Services, Inc.",Legal Name,Good Standing
Business Corporation,73404D,"SEVERSON & DEPALATIS CHRISTIAN COUNSELING, INC.",Legal Name,Good Standing
Limited Liability Company,113769,"Severson & Votaw, LLC",Legal Name,Voluntarily Dissolved
Limited Liability Company,96066,"Severson Consulting, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10100111,Severson Familie Silver Bay False Pass LLC,Legal Name,Good Standing
Limited Liability Company,10012113,"Severson Family ALH, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,135905,Severson Family LLC,Legal Name,Good Standing
Limited Liability Company,10009801,Severson Lake LLC,Legal Name,Good Standing
Limited Liability Company,10009805,Severson Sound LLC,Legal Name,Good Standing
Limited Liability Company,10020615,Severson Warehouse LLC,Legal Name,Good Standing
Limited Liability Company,10023293,"Severson, LLC",Legal Name,Good Standing
Nonprofit Corporation,10043181,SEWARD F AND A MASONIC LODGE #6,Legal Name,Good Standing
Business Name Registration,112234,Seward Windsong Lodge,Legal Name,Expired Name
Business Name Registration,10011680,SEWARD WINDSONG LODGE,Legal Name,Expired Name
Limited Liability Company,10105813,Seymour and sons L.L.C.,Legal Name,Good Standing
Limited Liability Company,109359,"SFS Fredson, LLC",Legal Name,Good Standing
Business Corporation,10024842,"SGS GALSON LABORATORIES, INC.",Legal Name,Withdrawn
Business Name Registration,10114284,Shadows On The Stage,Legal Name,Active Name
Limited Partnership,10023855,"Shambaugh & Son, Limited Partnership",Legal Name,Good Standing
Business Corporation,56968D,"SHAMROCK MASONRY, CONCRETE & FRAMING, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10035946,Shane Nicholson Realty LLC,Legal Name,Good Standing
Business Corporation,5406F,"SHANNON & WILSON, INC.",Legal Name,Good Standing
Business Corporation,43043F,SHAUB-ELLISON CO.,Legal Name,Good Standing
Limited Liability Company,92766,"Shaub-Ellison Rentals, LLC",Legal Name,Good Standing
Business Name Registration,31723,SHEARSON MORTGAGE,Legal Name,Expired Name
Limited Liability Company,10020160,"Shelby and Rane Larson, LLC",Legal Name,Good Standing
Nonprofit Corporation,111251,SHELDON JACKSON CHILD CARE CENTER,Legal Name,Good Standing
Nonprofit Corporation,10643D,SHELDON JACKSON COLLEGE,Legal Name,Voluntarily Dissolved
Business Name Registration,21,SHELDON JACKSON MUSEUM,Legal Name,Expired Name
Business Corporation,10011594,"Short-Elliott-Hendrickson, Incorporated",Legal Name,Good Standing
Business Corporation,59103D,"SHOULTZ AND SON CONSTRUCTION, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,70028F,"SIERRA DETROIT DIESEL ALLISON, INC.",Previous Legal Name,Withdrawn
Limited Liability Company,10105448,Sierra Wilson Photography (a sole proprietorship),Previous Legal Name,Good Standing
Limited Liability Company,10105448,Sierra Wilson Photography. LLC,Legal Name,Good Standing
Limited Partnership,10103574,"SILVER SONNET HOLDINGS, LIMITED PARTNERSHIP",Legal Name,Good Standing
Limited Liability Company,99693,"Simon & Sons, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,79502D,"SIMONSON & SONS, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,58027F,"SIMONSON ENTERPRISES IV, INC.",Legal Name,Revoked
Business Corporation,76074D,Simpson & Company,Legal Name,Involuntarily Dissolved
Business Corporation,14687D,"SIMPSON ASSOCIATES, INC.",Legal Name,Voluntarily Dissolved
Business Corporation,76074D,SIMPSON CONSTRUCTION CORPORATION,Previous Legal Name,Involuntarily Dissolved
Limited Partnership,10016639,Simpson Family Enterprises Limited Partnership,Legal Name,Good Standing
Business Corporation,56852F,SIMPSON GUMPERTZ & HEGER INC.,Legal Name,Good Standing
Business Corporation,65399D,"SIMPSON HOLDINGS, INC.",Legal Name,Good Standing
Limited Partnership,65400PD,SIMPSON INVESTMENT LIMITED PARTNERSHIP,Legal Name,Non-Compliant
Limited Liability Company,10004741,"Simpson Marketing, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,111053,Simpson Strong-Tie Company Inc.,Legal Name,Good Standing
Business Corporation,22859D,"SIMPSON, INC.",Legal Name,Involuntarily Dissolved
Professional Corporation,55144D,"Simpson, Tillinghast & Sorensen, P.C.",Previous Legal Name,Good Standing
Professional Corporation,55144D,"Simpson, Tillinghast, Sheehan & Araujo, P.C.",Legal Name,Good Standing
Professional Corporation,55144D,"SIMPSON, TILLINGHAST, SORENSEN & LONGENBAUGH, P.C.",Previous Legal Name,Good Standing
Professional Corporation,55144D,"Simpson, Tillinghast, Sorensen & Sheehan, P.C.",Previous Legal Name,Good Standing
Limited Liability Company,106752,Simpson-Ferry LLC,Legal Name,Voluntarily Dissolved
Limited Liability Company,106780,Simpson-Ferry LLC,Legal Name,Good Standing
Business Corporation,10066145,Sims & Sons Electric Inc.,Legal Name,Good Standing
Limited Liability Company,10095872,"Single Numbers Only, LLC",Legal Name,Good Standing
Professional Corporation,46759D,"SISSON & KNUTSON, P.C.",Previous Legal Name,Good Standing
Professional Corporation,46759D,"Sisson Law Group, P.C.",Legal Name,Good Standing
Nonprofit Corporation,43971D,"SITKA CHAPTER #4386 OF AMERICAN ASSOCIATION OF RETIRED PERSONS, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,10088225,SK Morrison Limited Liability Corporation,Legal Name,Good Standing
Nonprofit Corporation,10026509,Skagway Masonic Temple Corporation,Legal Name,Good Standing
Business Corporation,60617D,SKY SONG CORPORATION,Legal Name,Involuntarily Dissolved
Business Corporation,125699,Sloan Mason (North America),Legal Name,Withdrawn
Business Corporation,125699,"Sloan Mason (North America), Inc.",Assumed Name,Withdrawn
Limited Liability Company,10033781,SMITH & SON'S PAINTING LLC,Legal Name,Good Standing
Business Corporation,124961,"Smith & Wesson Security Solutions, Inc.",Legal Name,Withdrawn
Business Corporation,63213D,SMITH MASONRY INC.,Legal Name,Good Standing
Business Corporation,96937,"Smith, Bell & Thompson, Inc.",Previous Legal Name,Good Standing
Business Corporation,102749,"Smithson's Enterprises, Inc.",Legal Name,Involuntarily Dissolved
Business Corporation,63433D,"SMITHSON/IVERSON, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10022600,"SN Properties Funding V - Henderson, LLC",Legal Name,Good Standing
Limited Liability Company,10032302,"SN Properties Funding VI - Henderson, LLC",Previous Legal Name,Good Standing
Business Corporation,10000398,"SNELSON COMPANIES, INC.",Legal Name,Good Standing
Business Corporation,72936F,"SNELSON, INC.",Legal Name,Revoked
Business Corporation,71082D,"SOLBERG KITTLESON, INC.",Legal Name,Voluntarily Dissolved
Nonprofit Corporation,10035893,Sommers on Seward Condominiums Association,Legal Name,Good Standing
Business Corporation,10005068,"Sommerville-Wilson, Inc.",Legal Name,Good Standing
Business Corporation,10040714,SON Management Corp,Legal Name,Involuntarily Dissolved
Business Corporation,10026055,"Son of a Biscuit! Productions, Inc.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10007580,"Son of A Sockeye, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,58393D,"SON OF RIVER CITY BILLIARDS, INC.",Legal Name,Involuntarily Dissolved
Business Name Registration,10090370,SON OF THE NORTH,Legal Name,Active Name
Limited Liability Company,10111736,Son Services Accounting LLC,Legal Name,Good Standing
Business Corporation,10032880,Son Shine Unlimited Contracting Company,Legal Name,Good Standing
Business Name Registration,94111,Sona International,Legal Name,Expired Name
Business Name Registration,86274,SONA VITA,Legal Name,Expired Name
Business Name Registration,86272,SONA VITA MEDICAL DAY SPA,Legal Name,Expired Name
Limited Liability Company,86751D,"SONA VITA, LLC",Legal Name,Good Standing
Business Name Registration,31431,SONA'S INTERNATIONAL,Legal Name,Expired Name
Limited Partnership,10119710,"SONA, LIMITED PARTNERSHIP",Legal Name,Good Standing
Business Corporation,10011942,"SONAMU, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,10055786,"SONAMU, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10021129,"Sonata,LLC",Legal Name,Good Standing
Business Corporation,10031351,"Sonatype, Inc.",Legal Name,Good Standing
Nonprofit Corporation,87875D,"SONBEAM FOUNDATION, INC.",Legal Name,Good Standing
Limited Liability Company,133779,"SondaCo, LLC.",Legal Name,Good Standing
Limited Liability Company,10035846,SonDog Adventures LLC,Legal Name,Involuntarily Dissolved
Business Corporation,10037900,Sonerholm Group Inc.,Legal Name,Good Standing
Business Corporation,126839,"SONG ENTERPRISE, INC.",Legal Name,Good Standing
Limited Liability Company,102741,"Song Enterprises, LLC",Legal Name,Voluntarily Dissolved
Nonprofit Corporation,10037386,Song of My Soul,Legal Name,Involuntarily Dissolved
Business Corporation,77608D,SONG'S CORPORATION,Legal Name,Involuntarily Dissolved
Limited Liability Company,10036387,SONG'S PROPERTIES LLC,Legal Name,Good Standing
Limited Liability Company,104197,"Songbird Aviation, LLC",Legal Name,Good Standing
Limited Liability Company,10030647,"Sonhos Reais, LLC",Legal Name,Good Standing
Business Name Registration,94369,Soni International,Legal Name,Expired Name
Business Name Registration,26442,SONI JEWELERS,Legal Name,Expired Name
Name Reservation,94255,Soni Jewelers,Legal Name,Canceled Name
Business Corporation,108265,"Soni, Inc.",Legal Name,Good Standing
Business Corporation,10035595,Sonic Blooms Inc.,Legal Name,Involuntarily Dissolved
Business Corporation,36826D,SONIC CABLE LEASING CORPORATION,Legal Name,Involuntarily Dissolved
Limited Liability Company,110089,"Sonic Cash of Alaska, LLC",Legal Name,Voluntarily Dissolved
Limited Liability Company,10012457,Sonic Franchising LLC,Legal Name,Good Standing
Business Corporation,10087428,"Sonic Investment Group, Inc.",Legal Name,Good Standing
Business Corporation,52503F,"Sonifi Solutions, Inc.",Legal Name,Good Standing
Limited Liability Company,98670,Sonja's Studio Of Dance LLC.,Legal Name,Involuntarily Dissolved
Limited Liability Company,10025638,"SONKISS MEDICAL CONSULTING, LLC",Legal Name,Good Standing
Limited Liability Company,10081367,SONNALTA CAPITAL LLC,Legal Name,Good Standing
Limited Liability Company,10069526,Sonny's Smoothies LLC,Legal Name,Good Standing
Limited Liability Company,10022408,"SoNo Partnership, LLC",Legal Name,Good Standing
Limited Liability Company,123915,"Sonoma Associates I, LLC",Legal Name,Revoked
Business Corporation,84903D,"SONOMA BACKUS, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10107531,"Sonoma Glen Development, LLC",Legal Name,Good Standing
Nonprofit Corporation,10014029,"Sonoma Glen Owners Association, Inc.",Legal Name,Good Standing
Limited Liability Company,10116724,"Sonoma Management, LLC",Legal Name,Good Standing
Business Corporation,10072937,"Sonoma Pharmaceuticals, Inc.",Legal Name,Revoked
Limited Liability Company,130966,"Sonoma Risk Management, LLC",Legal Name,Withdrawn
Business Corporation,10062009,"Sonoma Technology, Inc.",Legal Name,Good Standing
Business Corporation,114083,Sonora Sun Corporation,Legal Name,Revoked
Limited Liability Company,112066,"Sonoran Desert, LLC",Legal Name,Involuntarily Dissolved
Limited Partnership,10084704,"Sonoran Sunrise 3, Limited Partnership",Legal Name,Non-Compliant
Limited Liability Company,10083482,"Sonoran Sunset 2, LLC",Legal Name,Good Standing
Limited Liability Partnership,78834F,"SONOSKY, CHAMBERS, SACHSE, ENDRESON & PERRY, LLP",Legal Name,Good Standing
Name Reservation,10090295,"Sonosky, Chambers, Sachse, Miller & Monkman, LLP",Legal Name,Expired Name
Limited Liability Partnership,78834F,"SONOSKY, CHAMBERS, SACHSE, MILLER & MUNSON, LLP",Previous Legal Name,Good Standing
Limited Liability Partnership,78834F,"SONOSKY, CHAMBERS, SACHSE, MILLER, MONKMAN & FLANNERY LLP",Previous Legal Name,Good Standing
Business Corporation,10070813,Sonova USA Inc.,Legal Name,Good Standing
Business Corporation,81834D,"SONRISE ACOUSTICS, INC.",Legal Name,Voluntarily Dissolved
Nonprofit Corporation,22642D,"SONRISE CHRISTIAN SCHOOL ASSOCIATION, INC.",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,10025151,Sonrise Community Church,Legal Name,Good Standing
Business Name Registration,113088,Sonrise Global Ministries,Legal Name,Canceled Name
Nonprofit Corporation,113414,Sonrise Global Ministries,Legal Name,Voluntarily Dissolved
Nonprofit Corporation,51625D,SONS & DAUGHTERS OF AFRICA,Legal Name,Involuntarily Dissolved
Nonprofit Corporation,10089403,Sons of American Legion Squadron #18,Legal Name,Good Standing
Nonprofit Corporation,10041515,Sons of Norway Bernt Balchen Lodge # 2-46,Legal Name,Good Standing
Nonprofit Corporation,10771D,SONS OF NORWAY HALL,Legal Name,Good Standing
Nonprofit Corporation,42921D,SONS OF NORWAY SVALBARD LODGE #33,Legal Name,Involuntarily Dissolved
Nonprofit Corporation,10043493,Sons Of The American Legion,Legal Name,Involuntarily Dissolved
